PlayerId;TeamId;FranchiseId;First Name;Last Name;Nick Name;Height;Weight;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired;Hand;Rookie
51;186;186;Mark;Astley;;71;185;1969-3-30;Calgary;AB;Canada;;;0;Left;0
52;186;186;Blair;Atcheynum;;74;198;1969-4-20;Estevan;SK;Canada;;;0;Right;0
53;186;186;Bob;Attwell;;72;192;1959-12-26;Spokane;WA;The United States;;;0;Right;0
54;186;186;Pierre;Aubry;;70;170;1960-4-15;Trois-Rivières;QC;Canada;;;0;Left;0
55;216;216;Adrian;Aucoin;;74;215;1973-7-3;Ottawa;ON;Canada;;;0;Right;0
56;0;0;Donald;Audette;;68;190;1969-9-23;Laval;QC;Canada;;;0;Right;0
57;158;158;Patrik;Augusta;;70;170;1969-11-13;Jihlava;VYS;Czech Republic;;;0;Left;0
58;186;186;Bobby;Babcock;;73;222;1968-8-3;Toronto;ON;Canada;;;0;Left;0
59;186;186;Warren;Babe;;74;190;1968-9-7;Medicine Hat;AB;Canada;;;0;Left;0
15462;155;155;Johan;Backlund;;74;198;1981-7-24;Skellefteå;VäS;Sweden;;;0;Left;1
61;159;159;Jergus;Baca;;74;211;1965-1-4;Liptovský Mikulas;ZIL;Slovakia;;;0;Left;0
62;186;186;Ryan;Bach;Bacher;73;185;1973-10-21;Sherwood Park;AB;Canada;;;0;Left;0
63;186;186;Scott;Bailey;Bailes;72;195;1972-5-2;Calgary;AB;Canada;;;0;Left;0
64;186;186;Joel;Baillargeon;;73;205;1964-10-6;Quebec City;QC;Canada;;;0;Left;0
65;75;24;Jamie;Baker;;72;195;1966-8-31;Ottawa;ON;Canada;;;0;Left;0
66;186;186;Peter;Bakovic;;74;200;1965-1-31;Thunder Bay;ON;Canada;;;0;Right;0
12991;17;17;Jaroslav;Bednár;Bedýnka;72;212;1976-11-8;Prague;PRA;Czech Republic;;;0;Right;1
68;186;186;Mike;Bales;Baler;73;200;1971-8-6;Prince Albert;SK;Canada;;;0;Left;0
69;63;12;Steve;Bancroft;;73;214;1970-10-6;Toronto;ON;Canada;;;0;Left;0
70;186;186;Darren;Banks;;74;215;1966-3-18;Toronto;ON;Canada;;;0;Left;0
71;186;186;Ralph;Barahona;;70;180;1965-11-16;Long Beach;CA;The United States;;;0;Left;0
72;186;186;Don;Barber;The Swan;74;205;1964-12-2;Victoria;BC;Canada;;;0;Left;0
73;12;12;Matthew;Barnaby;Killer;72;189;1973-5-4;Ottawa;ON;Canada;;;0;Left;0
74;24;24;Stu;Barnes;;71;180;1970-12-25;Spruce Grove;AB;Canada;;;0;Right;0
75;161;161;Marco;Baron;;71;180;1959-4-8;Montreal;QC;Canada;Switzerland;;0;Left;0
76;20;20;Murray;Baron;Bear;75;215;1967-6-1;Prince George;BC;Canada;;;0;Left;0
77;186;186;Doug;Barrault;;74;205;1970-4-21;Golden;BC;The United States;Canada;;0;Right;0
15995;183;183;Jason;Bacashihua;Cash;71;177;1982-9-20;Fraser;MI;The United States;;;0;Left;1
14962;185;185;Francois;Beauchemin;;73;208;1980-6-4;Châteauguay;QC;Canada;;;0;Left;0
80;9;9;Len;Barrie;;72;200;1969-6-4;Kimberley;BC;Canada;;;0;Left;0
81;186;186;Robin;Bartell;;72;200;1961-5-16;Drake;SK;Canada;;;0;Left;0
82;157;157;Andrei;Bashkirov;;72;215;1970-6-22;Shelekhov;IRK;Russia;;;0;Left;0
83;22;22;Bob;Bassen;Bass;70;185;1965-5-6;Calgary;AB;Canada;;;0;Left;0
84;186;186;Jeff;Batters;;74;215;1970-10-23;Victoria;BC;Canada;;;0;Right;0
85;186;186;Ken;Baumgartner;Bomber;73;205;1966-3-11;Flin Flon;MB;Canada;;;0;Left;0
86;157;157;Sergei;Bautin;Bam Bam;75;200;1967-3-11;Rogachyov;GOM;Russia;Belarus;;0;Left;0
87;186;186;Robin;Bawa;;74;214;1966-3-26;Duncan;BC;Canada;;;0;Right;0
88;186;186;Yves;Beaudoin;;71;180;1965-1-7;Montreal;QC;Canada;;;0;Right;0
89;186;186;Mark;Beaufait;;69;170;1970-5-13;Royal Oak;MI;The United States;;;0;Right;0
14963;180;180;Eric;Beaudoin;;77;220;1980-5-3;Ottawa;ON;Canada;;;0;Left;0
91;169;169;Stephane;Beauregard;Wolf;71;190;1968-1-10;Cowansville;QC;Canada;;;0;Right;0
12992;222;220;Eric;Boulton;;73;227;1976-8-17;Hantsport;NS;Canada;;;0;Left;0
12388;223;221;Sergei;Gusev;;74;216;1975-7-31;Nizhny Tagil;SVE;Russia;;;0;Left;0
94;186;186;Clayton;Beddoes;;71;190;1970-11-10;Bentley;AB;Canada;;;0;Left;0
95;186;186;Bob;Beers;;74;200;1967-5-20;Pittsburgh;PA;The United States;;;0;Right;0
96;186;186;Jesse;Belanger;;73;190;1969-6-15;Saint-Georges;QC;Canada;;;0;Right;0
97;17;17;Ed;Belfour;The Eagle;71;202;1965-4-21;Carman;MB;Canada;;;0;Left;0
98;186;186;Neil;Belland;;71;180;1961-4-3;Parry Sound;ON;Canada;;;0;Left;0
99;186;186;Bruce;Bell;;73;190;1965-2-15;Toronto;ON;Canada;;;0;Left;0
100;21;21;Brian;Bellows;;71;209;1964-9-1;St. Catharines;ON;Canada;;;0;Right;0
101;186;186;Adam;Bennett;;76;206;1971-3-30;Georgetown;ON;Canada;;;0;Right;0
102;186;186;Rick;Bennett;;76;215;1967-7-24;Springfield;MA;The United States;;;0;Left;0
103;186;186;Brian;Benning;;72;195;1966-6-10;Edmonton;AB;Canada;;;0;Left;0
14025;75;24;Keith;Aucoin;;69;187;1978-11-6;New Salem;MA;The United States;;;0;Right;1
105;186;186;Paul;Beraldo;;71;175;1967-10-5;Hamilton;ON;Canada;;;0;Right;0
106;59;8;Josef;Beranek;;74;195;1969-10-25;Litvínov;UST;Czech Republic;;;0;Left;0
107;15;15;Drake;Berehowsky;The Bear;74;225;1972-1-3;Toronto;ON;Canada;;;0;Right;0
108;161;161;Perry;Berezan;;74;190;1964-12-5;Edmonton;AB;Canada;;;0;Right;0
109;21;21;Sergei;Berezin;;70;200;1971-11-5;Voskresensk;MOS;Russia;;;0;Right;0
110;220;220;Bill;Berg;;73;205;1967-10-21;St. Catharines;ON;Canada;;;0;Left;0
111;186;186;Jean-Claude;Bergeron;Big Mac;74;192;1968-10-14;Hauterive;QC;Canada;;;0;Left;0
112;66;15;Marc;Bergevin;;73;209;1965-8-11;Montreal;QC;Canada;;;0;Left;0
113;192;192;Mike;Berger;;72;195;1967-6-2;Edmonton;AB;Canada;;;0;Right;0
11978;5;5;Glen;Metropolit;;70;198;1974-6-25;Toronto;ON;Canada;;;0;Right;1
115;186;186;Tim;Bergland;;75;194;1965-1-11;Crookston;MN;The United States;;;0;Right;0
116;20;20;Jonas;Bergqvist;;72;185;1962-9-26;Hässleholm;SKå;Sweden;;;0;Left;0
117;186;186;Tim;Bernhardt;;69;160;1958-1-17;Sarnia;ON;Canada;;;0;Left;0
118;186;186;Brad;Berry;;74;190;1965-4-1;Bashaw;AB;Canada;;;0;Left;0
15463;159;159;Milan;Bartovic;;71;200;1981-4-9;Trencín;TRE;Slovakia;Czech Republic;;0;Left;0
120;186;186;Ken;Berry;;69;175;1960-6-21;Burnaby;BC;Canada;;;0;Left;0
121;186;186;Daniel;Berthiaume;The Bandit;69;155;1966-1-26;Longueuil;QC;Canada;;;0;Left;0
122;186;186;Craig;Berube;Chief;73;210;1965-12-17;Calahoo;AB;Canada;;;0;Left;0
123;186;186;Allan;Bester;Ernie;67;155;1964-3-26;Hamilton;ON;Canada;;;0;Left;0
15996;180;180;Jozef;Balej;;73;195;1982-2-22;Myjava;TRE;Slovakia;;;0;Right;1
125;186;186;Frank;Bialowas;The Animal;71;220;1969-9-25;Winnipeg;MB;Canada;;;0;Left;0
126;163;163;Todd;Bidner;;74;205;1961-7-5;Petrolia;ON;England;Canada;;0;Left;0
127;186;186;Don;Biggs;;68;185;1965-4-7;Mississauga;ON;Canada;;;0;Right;0
128;214;214;Craig;Billington;Biller;70;170;1966-9-11;London;ON;Canada;;;0;Left;0
129;186;186;Tom;Bissett;Mahoney;72;180;1966-3-13;Seattle;WA;The United States;;;0;Left;0
130;186;186;Scott;Bjugstad;;73;185;1961-6-2;St. Paul;MN;The United States;;;0;Left;0
131;71;20;James;Black;Blackie;72;202;1969-8-15;Regina;SK;Canada;;;0;Left;0
132;186;186;Mike;Blaisdell;Blazer;73;196;1960-1-18;Moose Jaw;SK;Canada;;;0;Right;0
133;22;22;Jason;Blake;;70;180;1973-9-2;Montrose;MN;The United States;;;0;Left;0
134;3;3;Rob;Blake;;76;225;1969-12-10;Simcoe;ON;Canada;;;0;Right;0
135;186;186;Jeff;Bloemberg;;74;205;1968-1-31;Listowel;ON;Canada;;;0;Right;0
14964;180;180;Mark;Bell;;76;220;1980-8-5;Kitchener;ON;Canada;;;0;Left;0
137;155;155;Arto;Blomsten;;75;210;1965-3-16;Vaasa;OST;Sweden;Finland;;0;Left;0
138;186;186;John;Blue;;70;185;1966-2-19;Huntington Beach;CA;The United States;;;0;Left;0
139;186;186;John;Blum;;75;205;1959-10-8;Detroit;MI;The United States;;;0;Right;0
140;186;186;Bob;Bodak;;74;200;1961-5-28;Thunder Bay;ON;Canada;;;0;Left;0
141;186;186;Doug;Bodger;;74;210;1966-6-18;Chemainus;BC;Canada;;;0;Left;0
142;77;26;Lonny;Bohonos;Bo;71;190;1973-5-20;Winnipeg;MB;Canada;;;0;Right;0
143;186;186;Rick;Boh;;70;185;1964-5-18;Kamloops;BC;Canada;;;0;Right;0
144;186;186;Serge;Boisvert;Beaver;69;172;1959-6-1;Drummondville;QC;Canada;;;0;Right;0
145;186;186;Claude;Boivin;;74;200;1970-3-1;Quebec City;QC;Canada;;;0;Left;0
146;25;25;Brad;Bombardir;;73;205;1972-5-5;Powell River;BC;Canada;;;0;Left;0
147;26;26;Peter;Bondra;Bonzai;72;200;1968-2-7;Lutsk;VOL;Slovakia;Ukraine;;0;Left;0
148;186;186;Brian;Bonin;;70;186;1973-11-28;St. Michael;MN;The United States;;;0;Left;0
149;19;19;Dennis;Bonvie;The Menace;71;205;1973-7-23;Antigonish;NS;Canada;;;0;Right;1
150;186;186;Luciano;Borsato;;71;190;1966-1-7;Richmond Hill;ON;Canada;;;0;Right;0
151;157;157;Nikolai;Borschevsky;The Stick;69;180;1965-1-12;Tomsk;TOM;Russia;;;0;Left;0
14487;16;16;Brian;Campbell;;72;192;1979-5-23;Strathroy;ON;Canada;;;0;Left;1
11979;221;221;Chris;Pronger;;78;220;1974-10-10;Dryden;ON;Canada;;;0;Left;0
154;21;21;Philippe;Boucher;;75;221;1973-3-24;Saint-Apollinaire;QC;Canada;;;0;Right;0
11980;17;17;Bob;Wren;;70;185;1974-9-16;Cambridge;ON;Canada;Germany;;0;Left;0
156;224;224;Bob;Boughner;;72;203;1971-3-8;Windsor;ON;Canada;;;0;Right;0
157;186;186;Dan;Bourbonnais;;70;183;1962-3-6;Winnipeg;MB;Canada;;;0;Left;0
158;186;186;Charlie;Bourgeois;Boo Boo;76;223;1959-11-19;Moncton;NB;Canada;;;0;Right;0
15464;179;179;Kris;Beech;;75;212;1981-2-5;Sicamous;BC;Canada;;;0;Left;0
15997;183;183;Brandon;Bochenski;;73;194;1982-4-4;Cambridge;MN;Kazakhstan;The United States;;0;Right;1
161;186;186;Paul;Boutilier;;72;200;1963-5-3;Sydney;NS;Canada;;;0;Left;0
162;186;186;Jason;Bowen;;76;220;1973-11-9;Port Alice;BC;Canada;;;0;Left;0
163;186;186;Randy;Boyd;;71;190;1962-1-23;Sudbury;ON;Canada;;;0;Left;0
164;66;15;Zac;Boyer;;73;199;1971-10-25;Inuvik;NT;Canada;;;0;Right;0
165;186;186;Darren;Boyko;;69;169;1964-1-16;Winnipeg;MB;Canada;;;0;Right;0
166;186;186;Steve;Bozek;;71;180;1960-11-26;Kelowna;BC;Canada;;;0;Left;0
167;219;217;Philippe;Bozon;;70;185;1966-11-30;Chamonix-Mont-Blanc;RHô;France;;;0;Left;0
168;186;186;Brian;Bradley;;70;180;1965-1-21;Kitchener;ON;Canada;;;0;Right;0
169;186;186;Neil;Brady;;74;200;1968-4-12;Montreal;QC;Canada;;;0;Left;0
11981;16;16;Yanick;Dubé;;69;176;1974-6-14;Gentilly;QC;Canada;Germany;;0;Right;0
171;223;221;Donald;Brashear;Brash;75;235;1972-1-7;Bedford;IN;The United States;Canada;;0;Left;0
172;68;17;Fred;Brathwaite;;67;185;1972-11-24;Ottawa;ON;Canada;;;0;Left;0
173;186;186;Frank;Breault;;71;185;1967-5-11;Acton Vale;QC;Canada;;;0;Left;0
174;186;186;Rich;Brennan;;74;200;1972-11-26;Schenectady;NY;The United States;;;0;Right;0
15465;182;182;Kevin;Bieksa;Juice;73;198;1981-6-16;Grimsby;ON;Canada;;;0;Right;0
176;186;186;Aris;Brimanis;;75;215;1972-3-14;Shaker Heights;OH;The United States;;;0;Right;0
177;0;0;Rod;Brind'Amour;;73;205;1970-8-9;Ottawa;ON;Canada;;;0;Left;0
178;220;220;Patrice;Brisebois;Breezer;74;203;1971-1-27;Montreal;QC;Canada;;;0;Right;0
179;66;15;Martin;Brochu;Brosh;72;199;1973-3-10;Montreal;QC;Canada;;;0;Left;0
180;186;186;Stephane;Brochu;;72;185;1967-8-15;Sherbrooke;QC;Canada;;;0;Left;0
181;15;15;Martin;Brodeur;;74;220;1972-5-6;Montreal;QC;Canada;The United States;;0;Left;0
13494;219;217;Dmitri;Bykov;;70;169;1977-5-5;Izhevsk;UDM;Russia;;;0;Left;0
14965;181;181;Marc-André;Bergeron;;70;197;1980-10-13;Ville-Marie;QC;Canada;;;0;Left;0
15466;180;180;Darryl;Bootland;;73;197;1981-11-2;Toronto;ON;Canada;;;0;Right;0
185;186;186;Paul;Broten;;71;188;1965-10-27;Roseau;MN;The United States;;;0;Right;0
186;186;186;Paul;Brousseau;;74;203;1973-9-18;Montreal;QC;Canada;;;0;Right;0
187;186;186;Cam;Brown;;73;210;1969-5-15;Saskatoon;SK;Canada;;;0;Left;0
188;186;186;Dave;Brown;Brownie;77;222;1962-10-12;Saskatoon;SK;Canada;;;0;Right;0
189;9;9;Doug;Brown;;70;185;1964-6-12;Southborough;MA;The United States;;;0;Right;0
190;186;186;Greg;Brown;;72;185;1968-3-7;Hartford;CT;The United States;;;0;Right;0
191;11;11;Jeff;Brown;;73;204;1966-4-30;Ottawa;ON;Canada;;;0;Right;0
14966;181;181;Goran;Bezina;;75;220;1980-3-21;Split;SPL;Switzerland;Croatia;;0;Left;0
193;15;15;Rob;Brown;;70;177;1968-4-10;Kingston;ON;Canada;;;0;Left;0
194;186;186;David;Bruce;;71;190;1964-10-7;Thunder Bay;ON;Canada;;;0;Right;0
195;186;186;Murray;Brumwell;;74;190;1960-3-31;Calgary;AB;Canada;;;0;Left;0
196;10;10;Andrew;Brunette;;73;212;1973-8-24;Sudbury;ON;Canada;;;0;Left;0
197;5;5;Benoit;Brunet;;72;203;1968-8-24;Montreal;QC;Canada;;;0;Left;0
198;167;167;Mario;Brunetta;;75;180;1967-1-25;Quebec City;QC;Italy;Canada;;0;Right;0
199;186;186;Paul;Brydges;;71;180;1965-6-21;Guelph;ON;Canada;;;0;Right;0
200;186;186;Jeff;Buchanan;;74;200;1971-5-23;Shellbrook;SK;Canada;;;0;Right;0
201;18;18;Kelly;Buchberger;Bucky;74;210;1966-12-2;Langenburg;SK;Canada;;;0;Left;0
202;186;186;Randy;Bucyk;;71;185;1962-11-9;Edmonton;AB;Canada;;;0;Left;0
15467;179;179;Rene;Bourque;;74;216;1981-12-10;Lamont;AB;Canada;;;0;Left;0
204;155;155;Robert;Burakovsky;;70;185;1966-11-24;Malmö;SKå;Sweden;;;0;Right;0
205;71;20;Marc;Bureau;;73;203;1966-5-19;Trois-Rivières;QC;Canada;;;0;Right;0
206;18;18;Pavel;Bure;The Russian Rocket;70;189;1971-3-31;Moscow;MOS;Russia;;;0;Left;0
207;8;8;Sean;Burke;Big Bird;76;211;1967-1-29;Windsor;ON;Canada;;;0;Left;0
208;186;186;Randy;Burridge;Stump;69;188;1966-1-7;Fort Erie;ON;Canada;;;0;Left;0
209;9;9;Shawn;Burr;;73;205;1966-7-1;Sarnia;ON;Canada;;;0;Left;0
210;186;186;Adam;Burt;;74;205;1969-1-15;Detroit;MI;The United States;;;0;Left;0
211;186;186;Rod;Buskas;;73;206;1961-1-7;Wetaskiwin;AB;Canada;;;0;Right;0
15998;180;180;Brad;Boyes;;73;198;1982-4-17;Mississauga;ON;Canada;;;0;Right;1
213;157;157;Viacheslav;Butsayev;;74;228;1970-6-13;Togliatti;SAM;Russia;;;0;Left;0
214;157;157;Ilja;Byakin;;69;185;1963-2-2;Sverdlovsk;LUH;Russia;Ukraine;;0;Left;0
215;186;186;John;Byce;;73;180;1967-8-9;Madison;WI;The United States;;;0;Left;0
216;186;186;Lyndon;Byers;L.B.;73;200;1964-2-29;Nipawin;SK;Canada;;;0;Right;0
217;214;214;Dan;Bylsma;Disco Dan;74;212;1970-9-19;Grand Haven;MI;The United States;;;0;Left;0
218;186;186;Shawn;Byram;;74;204;1968-9-12;Neepawa;MB;Canada;;;0;Left;0
219;186;186;Eric;Calder;;73;180;1963-6-26;Kitchener;ON;Canada;;;0;Right;0
220;186;186;Jock;Callander;;73;188;1961-4-23;Regina;SK;Canada;;;0;Right;0
221;24;24;Jan;Caloun;;70;190;1972-12-20;Ústí nad Labem;UST;Czech Republic;;;0;Right;0
222;167;167;Jim;Camazzola;;71;190;1964-1-5;Vancouver;BC;Italy;Canada;;0;Left;0
223;186;186;Tony;Camazzola;;74;210;1962-9-11;Burnaby;BC;Canada;;;0;Left;0
224;186;186;Dave;Cameron;;72;185;1958-7-29;Charlottetown;PE;Canada;;;0;Left;0
225;26;26;Jim;Campbell;Soup;74;205;1973-4-3;Worcester;MA;The United States;;;0;Right;0
226;186;186;Wade;Campbell;;76;220;1961-1-2;Peace River;AB;Canada;;;0;Left;0
227;167;167;Frank;Caprice;;69;174;1962-5-2;Hamilton;ON;Canada;Italy;;0;Left;0
228;186;186;Dave;Capuano;;74;190;1968-7-27;Warwick;RI;The United States;;;0;Left;0
229;186;186;Jack;Capuano;;74;210;1966-7-7;Cranston;RI;The United States;;;0;Left;0
14488;65;14;Jason;Chimera;;75;216;1979-5-2;Elk Point;AB;Canada;;;0;Left;1
231;186;186;Terry;Carkner;;75;210;1966-3-7;Smiths Falls;ON;Canada;;;0;Left;0
232;155;155;Anders;Carlsson;Masken;71;185;1960-11-25;Gävle;GäV;Sweden;;;0;Left;0
12389;65;14;Cristobal;Huet;;72;205;1975-9-3;Saint-Martin-dHères;RHô;France;Switzerland;;0;Left;0
234;155;155;Patrik;Carnback;;72;187;1968-2-1;Göteborg;VäS;Sweden;;;0;Left;0
235;217;217;Keith;Carney;;74;204;1970-2-3;Providence;RI;The United States;;;0;Left;0
236;66;15;Bob;Carpenter;Carpy;72;201;1963-7-13;Beverly;MA;The United States;;;0;Left;0
237;186;186;Jimmy;Carson;;73;200;1968-7-20;Southfield;MI;The United States;;;0;Right;0
238;186;186;John;Carter;;70;181;1963-5-3;Winchester;MA;The United States;;;0;Left;0
14967;179;179;Sheldon;Brookbank;;74;215;1980-10-3;Martensville;SK;Canada;;;0;Right;0
240;0;0;Andrew;Cassels;;73;176;1969-7-23;Brampton;ON;Canada;;;0;Left;0
241;186;186;Mike;Casselman;;71;190;1968-8-23;Morrisburg;ON;Canada;;;0;Left;0
242;186;186;Bruce;Cassidy;;71;176;1965-5-20;Ottawa;ON;Canada;;;0;Left;0
243;186;186;Jay;Caufield;;76;237;1960-7-17;Philadelphia;PA;The United States;;;0;Right;0
244;186;186;Gino;Cavallini;;73;215;1962-11-24;Toronto;ON;Canada;;;0;Left;0
245;186;186;Paul;Cavallini;Wally;73;202;1965-10-13;Toronto;ON;Canada;;;0;Left;0
246;224;224;Roman;Cechmanek;;75;187;1971-3-2;Zlín;ZLN;Czech Republic;;;0;Left;0
247;186;186;Frederic;Chabot;;71;187;1968-2-12;Hébertville;QC;Canada;;;0;Right;0
15468;180;180;Pavel;Brendl;;73;205;1981-3-23;Opocno;KRA;Czech Republic;;;0;Right;0
14026;70;19;Niklas;Bäckström;;74;192;1978-2-13;Helsinki;UUS;Finland;;;0;Left;1
250;70;19;Shawn;Chambers;;74;210;1966-10-11;Sterling Heights;MI;The United States;;;0;Left;0
251;186;186;Rene;Chapdelaine;;73;195;1966-9-27;Weyburn;SK;Canada;;;0;Right;0
252;186;186;Brian;Chapman;;73;195;1968-2-10;Brockville;ON;Canada;;;0;Left;0
253;186;186;Jose;Charbonneau;;72;185;1966-11-21;Ferme-Neuve;QC;Canada;;;0;Right;0
254;186;186;Stephane;Charbonneau;;74;195;1970-6-27;Sainte-Adèle;QC;Canada;;;0;Right;0
255;186;186;Todd;Charlesworth;;73;190;1965-3-22;Calgary;AB;Canada;;;0;Left;0
256;186;186;Eric;Charron;;75;195;1970-1-14;Montreal;QC;Canada;;;0;Left;0
11982;56;5;Ed;Campbell;;74;210;1974-11-26;Florida;MA;The United States;;;0;Left;0
258;186;186;Kelly;Chase;;71;201;1967-10-25;Porcupine Plain;SK;Canada;;;0;Right;0
259;186;186;Denis;Chasse;;74;200;1970-2-7;Montreal;QC;Canada;;;0;Right;0
260;214;214;Chris;Chelios;Chelly;72;192;1962-1-25;Chicago;IL;The United States;Greece;;0;Right;0
261;186;186;Rich;Chernomaz;;68;185;1963-9-1;Selkirk;MB;Canada;;;0;Right;0
262;157;157;Denis;Chervyakov;;72;185;1970-4-20;St. Petersburg;SAI;Russia;;;0;Left;0
263;186;186;Tim;Cheveldae;;70;195;1968-2-15;Melville;SK;Canada;;;0;Left;0
14968;180;180;Matt;Carkner;;77;230;1980-11-3;Winchester;ON;Canada;;;0;Right;0
265;9;9;Steve;Chiasson;Chaser;73;195;1967-4-14;Barrie;ON;Canada;;;0;Left;0
266;174;174;Igor;Chibirev;;72;180;1968-4-19;Kyiv;KYI;Ukraine;Russia;;0;Left;0
267;186;186;Tom;Chorske;;73;212;1966-9-18;Minneapolis;MN;The United States;;;0;Right;0
14027;159;159;Jirí;Bicek;;70;190;1978-12-3;Kosice;KOS;Slovakia;;;0;Left;0
