StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
34;10;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Prefers Veterans;Balanced;Very Loyal;5;2;3;6;2;6;10;4;6;20;11;11;11;9;0;;17;16
35;10;10;15;20;1;Offensive;Non-physical;Balanced;Aggressive;Prefers Veterans;Innovative;Loyal;14;5;2;9;13;15;11;11;14;11;11;14;11;7;0;;20;20
36;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Balanced;Loyal;7;8;1;11;12;4;7;8;8;16;5;12;6;8;0;;20;20
37;10;10;15;20;1;Standard;Non-physical;Aggressive;Balanced;Prefers Prospects;Balanced;Loyal;15;7;13;7;6;12;1;14;6;11;7;8;7;12;0;;20;20
38;10;10;15;20;1;Standard;Non-physical;Very Aggressive;Aggressive;Prefers Prospects;Balanced;Ruthless;15;5;10;4;3;8;12;15;10;6;12;20;12;10;0;;17;15
39;10;10;15;20;1;Offensive;Non-physical;Passive;Balanced;Balanced;Innovative;Balanced;9;10;5;13;9;11;14;9;11;8;6;20;5;6;0;;20;16
40;15;20;10;15;1;Offensive;Balanced;Balanced;Aggressive;Balanced;Innovative;Balanced;5;11;10;5;8;9;12;4;9;12;5;10;4;6;0;;14;1
41;10;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Conservative;Balanced;10;11;15;13;1;15;10;7;9;8;8;20;17;9;0;;12;20
42;10;10;15;20;1;Offensive;Balanced;Aggressive;Balanced;Balanced;Balanced;Balanced;11;10;13;15;1;6;4;15;16;17;14;19;15;13;0;;20;14
43;10;10;15;20;1;Offensive;Very Non-Physical;Balanced;Conservative;Balanced;Balanced;Balanced;7;14;12;2;15;14;8;5;7;18;11;8;10;3;0;;20;15
44;10;10;15;20;1;Offensive;Balanced;Aggressive;Balanced;Prefers Veterans;Very Conservative;Balanced;7;9;8;13;8;3;1;6;9;12;5;20;12;8;0;;20;19
45;10;10;15;20;1;Offensive;Non-physical;Passive;Balanced;Balanced;Balanced;Balanced;5;3;2;15;12;1;10;11;13;16;8;17;7;9;0;;20;18
46;10;10;15;20;1;Offensive;Non-physical;Aggressive;Balanced;Prefers Veterans;Balanced;Balanced;12;8;1;13;1;11;11;12;5;19;10;16;14;10;0;;20;18
47;10;10;15;20;1;Offensive;Balanced;Aggressive;Balanced;Balanced;Innovative;Balanced;2;14;12;15;9;13;7;4;6;13;11;20;10;1;0;;20;15
48;10;10;15;20;1;Offensive;Non-physical;Balanced;Very Conservative;Balanced;Balanced;Ruthless;9;7;4;12;9;5;1;11;9;12;7;20;5;2;0;;19;18
49;10;10;15;20;1;Standard;Non-physical;Very Passive;Conservative;Balanced;Innovative;Loyal;8;1;2;2;2;3;6;4;3;20;13;16;5;6;0;;12;20
50;10;10;15;20;1;Offensive;Very Non-Physical;Balanced;Balanced;Loves Veterans;Innovative;Balanced;15;3;1;2;7;14;8;14;6;16;9;20;14;11;0;;20;14
51;10;10;15;20;1;Offensive;Very Non-Physical;Very Aggressive;Conservative;Balanced;Conservative;Balanced;1;3;12;1;9;10;2;7;13;14;10;10;17;12;0;;17;18
52;10;10;15;20;1;Offensive;Very Non-Physical;Passive;Conservative;Prefers Veterans;Very Innovative;Loyal;13;10;11;4;5;9;5;12;16;20;10;8;10;7;0;;14;18
53;10;10;15;20;1;Offensive;Balanced;Passive;Balanced;Balanced;Very Conservative;Ruthless;6;2;6;6;7;4;3;17;15;17;6;13;6;12;0;;20;16
54;10;10;15;20;1;Offensive;Non-physical;Balanced;Aggressive;Balanced;Balanced;Balanced;11;1;2;5;5;4;11;11;16;11;14;13;18;13;0;;20;20
55;10;10;15;20;1;Standard;Non-physical;Balanced;Conservative;Balanced;Conservative;Loyal;7;9;13;10;10;5;12;8;10;10;11;6;11;8;0;;15;19
56;10;10;15;20;1;Offensive;Non-physical;Aggressive;Aggressive;Prefers Prospects;Balanced;Balanced;12;13;11;2;3;9;4;9;5;20;11;13;9;13;0;;16;15
57;10;10;15;20;1;Offensive;Balanced;Very Aggressive;Conservative;Loves Veterans;Balanced;Balanced;6;6;12;5;2;1;5;9;8;6;7;10;16;5;0;;20;20
58;10;10;15;20;1;Offensive;Non-physical;Aggressive;Balanced;Balanced;Balanced;Very Loyal;7;4;10;12;4;1;11;14;4;18;14;13;9;6;0;;18;20
59;15;20;10;15;1;Offensive;Non-physical;Aggressive;Balanced;Balanced;Conservative;Balanced;4;12;9;6;13;11;8;5;6;2;7;4;11;10;0;;2;8
60;10;10;15;20;1;Offensive;Non-physical;Passive;Balanced;Balanced;Balanced;Balanced;13;5;9;2;3;5;3;6;6;6;11;20;17;2;0;;20;20
61;10;10;15;20;1;Offensive;Non-physical;Balanced;Conservative;Balanced;Balanced;Balanced;8;9;7;1;1;7;2;13;5;9;11;19;11;14;0;;20;14
62;10;10;15;20;1;Offensive;Very Non-Physical;Passive;Balanced;Prefers Veterans;Conservative;Balanced;11;1;3;12;4;12;4;11;11;14;13;6;6;9;0;;20;20
63;10;10;15;20;1;Offensive;Very Non-Physical;Very Aggressive;Balanced;Balanced;Conservative;Ruthless;10;13;3;3;12;3;5;13;3;15;13;20;12;12;0;;16;15
64;10;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Ruthless;2;13;15;7;2;13;15;13;8;8;6;9;10;14;0;;20;20
65;10;10;15;20;1;Offensive;Non-physical;Balanced;Conservative;Prefers Prospects;Balanced;Ruthless;6;11;10;11;11;15;1;4;16;4;9;20;12;7;0;;20;16
66;10;10;15;20;1;Very Offensive;Balanced;Passive;Balanced;Prefers Veterans;Balanced;Balanced;14;13;5;7;1;4;3;13;17;7;13;20;4;7;0;;20;20
67;10;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Loyal;2;2;4;10;11;2;15;3;15;16;12;20;16;8;0;;20;15
68;10;10;15;20;1;Standard;Non-physical;Aggressive;Balanced;Loves Prospects;Balanced;Ruthless;13;2;3;5;3;6;11;6;7;20;14;17;16;5;0;;20;16
69;10;10;15;20;1;Offensive;Non-physical;Balanced;Very Conservative;Prefers Prospects;Very Conservative;Balanced;4;2;14;1;2;4;10;8;9;17;15;10;13;14;0;;20;20
70;10;10;15;20;1;Offensive;Balanced;Aggressive;Conservative;Balanced;Balanced;Very Loyal;11;4;15;13;8;10;12;11;16;8;11;13;9;2;0;;18;20
71;10;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Very Loyal;12;4;1;15;3;4;11;7;13;7;7;20;11;1;0;;20;20
72;10;10;15;20;1;Offensive;Non-physical;Passive;Conservative;Balanced;Conservative;Ruthless;5;5;13;10;7;10;7;13;9;6;2;20;10;4;0;;14;20
73;10;10;15;20;1;Offensive;Non-physical;Passive;Very Aggressive;Prefers Prospects;Conservative;Balanced;12;13;8;9;8;6;4;8;10;13;6;11;16;3;0;;20;20
74;10;10;15;20;1;Very Offensive;Non-physical;Balanced;Balanced;Loves Prospects;Innovative;Ruthless;1;11;4;10;8;5;8;6;10;10;12;13;18;10;0;;20;16
75;10;10;15;20;1;Standard;Non-physical;Passive;Aggressive;Balanced;Conservative;Balanced;14;5;4;2;15;13;8;9;7;11;11;14;7;15;0;;20;20
76;5;10;20;15;1;Offensive;Balanced;Balanced;Balanced;Prefers Prospects;Very Innovative;Balanced;10;20;13;7;7;17;9;10;13;1;9;17;10;13;0;;4;15
77;10;10;15;20;1;Offensive;Balanced;Balanced;Very Aggressive;Prefers Prospects;Conservative;Balanced;6;9;3;14;15;4;11;6;4;20;6;13;7;2;0;;20;20
78;10;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Prefers Prospects;Innovative;Very Loyal;5;12;7;11;10;13;10;14;8;12;3;20;5;5;0;;20;13
79;10;10;15;20;1;Offensive;Non-physical;Aggressive;Very Conservative;Prefers Prospects;Conservative;Balanced;9;4;2;11;9;14;11;8;16;6;7;20;16;8;0;;20;17
80;10;10;15;20;1;Offensive;Non-physical;Balanced;Conservative;Prefers Veterans;Innovative;Loyal;5;14;8;15;5;6;3;10;9;14;16;19;4;2;0;;20;11
81;10;10;15;20;1;Offensive;Non-physical;Aggressive;Balanced;Balanced;Innovative;Balanced;3;1;2;1;15;7;12;14;8;11;9;17;11;8;0;;17;20
82;10;10;15;20;1;Offensive;Non-physical;Aggressive;Aggressive;Balanced;Innovative;Ruthless;11;12;2;5;8;6;6;6;12;7;8;11;18;8;0;;19;19
83;10;10;15;20;1;Defensive;Non-physical;Balanced;Aggressive;Prefers Veterans;Balanced;Very Loyal;1;7;7;2;9;8;15;5;8;20;12;20;8;11;0;;16;14
84;10;10;15;20;1;Offensive;Non-physical;Balanced;Very Conservative;Balanced;Very Conservative;Balanced;12;8;14;11;14;6;1;6;17;7;6;20;5;8;0;;20;12
85;0;20;20;0;0;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;0;0
86;0;20;15;0;0;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;1;1
87;0;20;15;0;0;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;0;0
88;0;20;15;0;0;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;1;1
89;0;20;15;0;0;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;1;1
90;0;20;15;0;0;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;0;0
91;0;20;15;0;0;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;0;0
92;0;20;20;0;0;Very Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;;0;0
93;16;15;10;20;1;Standard;Balanced;Aggressive;Aggressive;Balanced;Balanced;Very Ruthless;5;2;11;11;10;6;14;4;14;9;8;14;18;9;0;;15;8
94;17;17;10;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;4;1;9;13;9;9;7;4;14;1;14;14;3;0;;4;4
95;15;19;10;20;1;Offensive;Non-physical;Balanced;Conservative;Prefers Prospects;Innovative;Balanced;13;11;7;13;7;2;11;9;10;0;3;3;14;7;0;;6;12
96;19;15;10;20;1;Offensive;Balanced;Balanced;Conservative;Balanced;Innovative;Loyal;9;6;4;2;3;12;6;5;11;8;6;14;7;14;0;;2;15
97;1;10;20;20;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Loyal;4;4;4;4;4;4;4;2;4;2;2;2;4;4;0;;13;12
98;15;15;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;17;17;17;17;17;17;13;17;13;13;13;17;17;0;;15;15
99;5;10;20;15;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Balanced;3;4;7;3;4;5;5;2;4;2;2;2;3;5;0;;13;12
100;15;20;15;15;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Balanced;5;7;11;5;7;8;8;9;6;9;9;9;5;8;0;;14;14
101;10;10;15;20;1;Offensive;Very Non-Physical;Aggressive;Balanced;Balanced;Balanced;Ruthless;12;15;10;9;2;1;1;6;8;4;10;20;18;2;0;;19;17
102;1;10;20;15;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Balanced;3;5;8;3;5;5;5;2;4;2;2;2;3;5;0;;13;12
103;1;10;20;15;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Balanced;4;4;4;4;4;4;4;2;4;2;2;2;4;4;0;;13;12
104;1;10;20;15;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Balanced;6;6;6;6;6;6;6;3;6;3;3;3;6;6;0;;13;12
105;10;10;15;20;1;Standard;Balanced;Aggressive;Aggressive;Prefers Veterans;Balanced;Ruthless;1;4;2;11;13;8;3;7;3;8;15;11;14;9;0;;20;15
106;1;10;10;20;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Balanced;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;14;14
107;19;15;10;20;1;Defensive;Non-physical;Passive;Balanced;Loves Veterans;Balanced;Ruthless;8;2;13;13;6;3;3;3;4;11;9;4;17;2;0;;5;3
108;17;19;10;19;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;1;1;5;6;2;5;3;13;14;1;10;6;6;0;;6;13
109;10;10;15;20;1;Standard;Balanced;Balanced;Aggressive;Prefers Prospects;Innovative;Balanced;1;13;15;5;5;2;1;15;10;20;10;9;11;2;0;;11;19
110;10;10;15;20;1;Offensive;Non-physical;Aggressive;Very Aggressive;Balanced;Very Innovative;Ruthless;14;11;2;2;9;5;11;6;5;11;5;20;14;13;0;;17;13
111;10;10;15;20;1;Defensive;Balanced;Very Passive;Conservative;Prefers Prospects;Innovative;Loyal;11;9;10;6;1;9;1;7;12;8;7;11;11;2;0;;15;20
112;10;20;15;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;6;8;13;6;8;9;9;11;7;11;11;11;6;9;0;;14;14
113;20;5;1;1;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;10
114;15;18;10;20;1;Defensive;Balanced;Balanced;Aggressive;Balanced;Balanced;Loyal;5;14;10;15;11;11;2;1;9;12;2;6;7;15;0;;11;4
115;10;10;15;20;1;Defensive;Balanced;Aggressive;Balanced;Balanced;Balanced;Ruthless;14;14;11;5;2;13;9;10;8;17;6;15;10;12;0;;13;20
116;10;10;15;20;1;Very Defensive;Balanced;Balanced;Balanced;Balanced;Conservative;Loyal;15;1;11;8;9;14;14;7;9;10;9;19;8;15;0;;14;19
117;10;10;15;20;1;Offensive;Non-physical;Very Aggressive;Balanced;Loves Veterans;Balanced;Balanced;4;11;9;3;3;11;3;10;6;11;11;14;8;14;0;;18;14
118;10;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Prefers Veterans;Balanced;Balanced;15;1;10;15;3;7;12;8;16;6;3;14;8;12;0;;16;15
119;10;10;15;20;1;Defensive;Very Non-Physical;Aggressive;Balanced;Balanced;Balanced;Balanced;11;6;4;9;15;11;13;17;3;7;12;12;5;7;0;;13;14
120;5;10;20;15;1;Standard;Non-physical;Balanced;Conservative;Balanced;Balanced;Balanced;18;9;11;17;13;12;11;7;6;4;8;4;10;9;0;;12;5
121;20;20;10;15;1;Standard;Non-physical;Aggressive;Very Conservative;Prefers Prospects;Conservative;Loyal;11;7;9;12;14;2;9;6;4;10;4;5;16;2;0;;13;13
122;5;10;20;15;1;Offensive;Non-physical;Passive;Balanced;Balanced;Innovative;Loyal;17;11;7;7;9;8;20;6;13;12;7;16;12;5;0;;10;7
123;5;10;20;15;1;Offensive;Non-physical;Balanced;Aggressive;Balanced;Innovative;Very Loyal;13;17;13;17;4;6;8;9;13;5;8;13;19;7;0;;6;2
124;5;10;20;15;1;Offensive;Non-physical;Aggressive;Conservative;Prefers Prospects;Balanced;Balanced;3;10;14;10;4;15;8;5;9;7;4;9;11;8;0;;8;7
125;5;10;20;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Conservative;Ruthless;7;14;11;5;16;14;6;8;13;13;7;14;18;8;0;;1;9
126;5;10;20;15;1;Offensive;Balanced;Aggressive;Very Conservative;Balanced;Very Conservative;Balanced;8;12;8;9;6;19;16;10;17;5;8;15;20;15;0;;15;12
127;5;10;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Conservative;Balanced;20;14;14;4;9;20;3;6;11;2;3;11;13;6;0;;5;15
128;5;10;20;15;1;Standard;Balanced;Aggressive;Very Aggressive;Prefers Veterans;Balanced;Loyal;7;10;9;20;11;13;5;5;13;6;8;10;12;15;0;;11;4
129;5;10;20;15;1;Defensive;Non-physical;Balanced;Aggressive;Balanced;Balanced;Balanced;10;14;20;8;10;13;13;8;3;3;1;5;20;20;0;;8;10
130;10;20;15;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;7;7;7;7;7;7;7;9;7;9;9;9;7;7;0;;14;14
131;10;20;15;15;1;Standard;Balanced;Passive;Balanced;Balanced;Balanced;Balanced;8;8;8;8;8;8;8;11;8;11;11;11;8;8;0;;15;15
132;10;15;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;20;9;12;14;14;9;10;9;9;14;9;14;0;;14;15
133;1;10;10;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;;14;14
134;1;1;5;1;20;Defensive;Very Non-Physical;Aggressive;Very Aggressive;Prefers Veterans;Conservative;Balanced;0;0;0;0;0;0;0;5;0;0;7;0;0;0;17;;0;0
135;1;1;5;1;20;Offensive;Non-physical;Very Aggressive;Very Conservative;Prefers Veterans;Innovative;Balanced;0;0;0;0;0;0;0;5;0;0;4;0;0;0;20;;0;0
136;5;20;15;15;1;Standard;Non-physical;Balanced;Aggressive;Prefers Veterans;Balanced;Ruthless;11;5;10;11;15;11;19;6;16;10;6;15;20;10;0;;8;2
137;5;10;20;15;1;Standard;Non-physical;Balanced;Very Aggressive;Prefers Prospects;Innovative;Loyal;6;15;14;7;19;7;15;9;3;7;9;15;20;10;0;;11;13
138;5;10;20;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;14;18;12;9;20;6;14;7;9;2;2;3;15;20;0;;5;11
139;5;10;20;15;1;Standard;Very Non-Physical;Balanced;Balanced;Balanced;Innovative;Very Loyal;15;20;11;11;13;20;9;3;16;8;6;7;7;10;0;;10;6
140;5;10;20;15;1;Offensive;Non-physical;Balanced;Aggressive;Balanced;Balanced;Balanced;7;17;18;12;19;12;18;11;13;6;4;5;10;20;0;;6;13
141;5;10;20;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Conservative;Loyal;10;11;19;6;10;17;14;9;10;3;7;7;12;15;0;;10;3
142;5;10;20;15;1;Offensive;Non-physical;Very Passive;Balanced;Prefers Veterans;Balanced;Very Ruthless;11;6;18;7;17;14;11;2;4;6;7;13;9;5;0;;13;11
143;5;10;20;15;1;Standard;Very Non-Physical;Balanced;Balanced;Balanced;Balanced;Balanced;12;15;8;10;17;10;14;3;11;4;6;9;20;15;0;;3;3
144;5;10;20;15;1;Standard;Balanced;Balanced;Conservative;Balanced;Conservative;Ruthless;13;19;11;5;12;5;10;3;14;6;4;11;8;9;0;;9;13
145;5;10;20;15;1;Offensive;Balanced;Passive;Aggressive;Prefers Veterans;Balanced;Ruthless;15;13;12;5;13;15;17;3;16;10;3;8;13;15;0;;4;3
146;5;10;20;15;1;Standard;Balanced;Aggressive;Conservative;Loves Prospects;Innovative;Ruthless;4;8;11;17;17;12;11;7;7;6;6;11;15;14;0;;12;11
147;5;20;15;15;1;Offensive;Non-physical;Balanced;Aggressive;Prefers Veterans;Very Conservative;Balanced;8;4;7;19;17;14;14;6;4;7;3;6;20;9;0;;3;14
148;5;10;20;15;1;Offensive;Physical;Balanced;Balanced;Prefers Prospects;Balanced;Balanced;17;10;15;10;8;12;7;6;4;11;4;15;18;15;0;;5;4
149;5;10;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Very Innovative;Balanced;20;7;14;17;16;13;7;2;5;10;8;17;16;15;0;;2;4
150;5;10;20;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;16;14;5;16;6;5;8;10;16;12;9;10;14;12;0;;9;15
151;1;10;20;16;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;16;20;11;16;18;18;16;17;8;8;8;11;18;1;;13;12
152;10;20;15;15;1;Standard;Physical;Passive;Balanced;Balanced;Balanced;Balanced;9;9;9;9;9;9;9;6;9;19;12;10;9;9;0;;14;14
153;20;10;1;1;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;;11;11
154;10;15;20;15;1;Standard;Very Non-Physical;Balanced;Aggressive;Balanced;Innovative;Ruthless;3;11;3;12;6;16;12;4;16;12;6;3;16;10;0;;12;1
155;10;15;20;15;1;Standard;Balanced;Balanced;Conservative;Loves Prospects;Innovative;Balanced;7;6;17;13;12;17;15;3;15;7;7;8;7;16;0;;14;2
156;10;15;20;15;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Loyal;12;8;17;13;13;10;13;6;12;2;8;15;13;11;0;;11;6
157;5;10;20;15;1;Offensive;Balanced;Aggressive;Aggressive;Loves Veterans;Balanced;Ruthless;15;9;4;18;5;18;9;9;4;13;6;15;11;11;0;;11;11
158;5;10;20;15;1;Offensive;Physical;Balanced;Conservative;Prefers Veterans;Balanced;Loyal;11;8;14;10;6;19;4;10;11;7;5;3;19;10;0;;12;9
159;5;10;20;15;1;Defensive;Non-physical;Very Aggressive;Aggressive;Prefers Veterans;Conservative;Ruthless;10;20;9;13;12;11;6;3;6;6;8;11;20;12;0;;7;5
