PlayerId;G;LD;RD;LW;C;RW;Aggression;Bravery;Determination;Teamplayer;Leadership;Temperament;Professionalism;Mental Toughness;Goalie Stamina;Acceleration;Agility;Balance;Speed;Stamina;Strength;Fighting;Screening;Getting Open;Passing;Puck Handling;Shooting Accuracy;Shooting Range;Offensive Read;Checking;Faceoffs;Hitting;Positioning;Shot Blocking;Stickchecking;Defensive Read;G Positioning;G Passing;G Pokecheck;Blocker;Glove;Rebound;Recovery;G Puckhandling;Low Shots;G Skating;Reflexes;Skating;Shooting;Playmaking;Defending;Physicality;Conditioning;Character;Hockey Sense;Goalie Technique;Goalie Overall Positioning;Ability;Potential
5226;20;0;0;0;0;0;4;1;15;12;12;1;14;15;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;11;16;14;13;16;13;13;11;14;12;0;0;7;0;0;9;11;0;13;12;1Dd;1.5Dd
6088;0;8;8;20;10;16;8;12;10;10;10;12;10;1;1;13;12;13;11;14;13;8;12;12;11;16;13;6;13;12;9;12;13;9;13;15;1;1;1;1;1;1;1;1;1;1;1;12;12;10;11;11;16;10;12;0;0;0.5e;1e
3947;0;8;5;19;20;11;8;16;14;15;18;13;15;1;1;10;12;7;13;15;10;8;14;14;11;15;14;8;16;13;13;12;14;11;17;14;1;1;1;1;1;1;1;1;1;1;1;10;15;12;13;12;17;13;15;0;0;2Aa;2Aa
4342;20;0;0;0;0;0;5;1;13;12;13;1;12;13;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;14;14;14;16;14;15;13;13;16;12;0;0;7;0;1;9;10;0;13;14;1.5Ac;1.5Ac
5045;0;14;20;8;5;10;8;12;15;17;14;13;14;1;1;17;13;14;14;15;14;6;7;16;15;15;9;16;16;10;8;12;13;11;15;14;1;1;1;1;1;1;1;1;1;1;1;15;12;12;12;10;17;12;13;0;0;3Ac;3Ac
3855;0;5;8;13;10;20;14;16;14;15;15;7;13;1;1;7;8;9;10;6;10;11;12;10;10;13;11;8;8;11;8;17;8;7;10;12;1;1;1;1;1;1;1;1;1;1;1;8;13;12;9;13;12;12;9;0;0;0.5Aa;0.5Aa
4138;0;8;5;19;20;12;8;14;17;20;16;12;17;1;1;14;15;16;16;20;11;8;16;17;16;16;17;10;17;15;15;12;15;9;16;15;1;1;1;1;1;1;1;1;1;1;1;15;18;16;13;12;20;14;17;0;0;4Aa;4Aa
4041;0;20;19;8;5;5;15;17;16;15;17;8;14;1;1;15;12;12;15;17;12;12;10;12;18;17;10;17;15;18;7;18;16;17;15;18;1;1;1;1;1;1;1;1;1;1;1;14;13;15;16;14;18;15;17;0;0;3Aa;3Aa
3948;0;15;20;5;5;8;14;16;19;14;14;6;14;1;1;6;7;6;7;7;10;12;9;12;11;14;5;9;13;14;6;13;13;10;14;15;1;1;1;1;1;1;1;1;1;1;1;6;7;12;12;12;13;14;14;0;0;0.5Aa;0.5Aa
6824;0;5;8;10;20;12;8;11;9;12;11;9;10;1;1;11;10;11;14;12;11;7;13;11;13;11;12;5;12;11;13;9;10;6;11;11;1;1;1;1;1;1;1;1;1;1;1;12;11;12;9;10;15;11;11;0;0;0.5Ac;1.5Ac
4717;0;20;15;8;5;5;9;13;13;11;17;11;13;1;1;9;11;13;10;12;10;10;8;11;13;14;7;17;14;14;6;13;16;14;14;15;1;1;1;1;1;1;1;1;1;1;1;10;12;12;14;10;15;12;15;0;0;0.5Bc;0.5Bc
5227;0;14;20;5;5;8;13;16;15;16;13;7;12;1;1;11;12;12;13;14;16;11;8;12;15;15;7;20;15;15;7;19;17;14;13;12;1;1;1;1;1;1;1;1;1;1;1;12;13;14;14;14;17;12;14;0;0;1.5Bb;1.5Bb
4925;20;0;0;0;0;0;7;1;14;14;13;1;13;15;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13;15;12;15;16;13;15;13;12;13;13;0;0;8;0;1;9;11;0;13;14;1.5Bd;1.5Bd
4139;0;5;8;13;18;20;8;12;15;18;17;13;15;1;1;11;15;15;15;17;13;8;16;16;16;17;17;7;19;13;13;13;14;10;14;18;1;1;1;1;1;1;1;1;1;1;1;13;15;14;12;12;18;12;17;0;0;3.5Aa;3.5Aa
3949;0;5;8;13;11;20;8;14;13;14;13;9;11;1;1;10;12;11;11;8;9;7;9;12;11;10;13;6;8;10;10;9;13;5;9;9;1;1;1;1;1;1;1;1;1;1;1;10;12;11;9;9;13;11;10;0;0;0.5Ad;0.5Ad
3312;0;8;5;13;20;11;9;12;13;15;10;11;9;1;1;8;7;1;9;9;4;9;11;11;14;9;9;4;13;8;13;7;6;6;9;9;1;1;1;1;1;1;1;1;1;1;1;6;8;14;7;8;14;10;12;0;0;0.5Ad;0.5Ad
4592;20;0;0;0;0;0;7;1;14;17;12;1;17;13;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13;12;12;14;14;14;13;11;11;18;13;0;0;9;0;1;10;11;0;11;13;1Bd;1Bd
5046;0;5;8;14;10;20;8;12;14;12;14;11;14;1;1;15;12;13;16;15;12;6;13;13;12;12;13;8;18;13;11;13;17;7;16;14;1;1;1;1;1;1;1;1;1;1;1;14;14;11;13;11;17;12;15;0;0;1Aa;1Aa
3313;20;0;0;0;0;0;2;1;4;4;3;1;5;7;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;7;2;7;5;5;5;2;7;5;6;0;0;4;0;0;9;7;0;3;4;0.5e;0.5e
4469;0;5;8;10;20;19;8;14;14;17;12;12;16;1;1;14;10;11;12;16;12;8;12;13;15;16;16;7;16;10;14;11;12;7;15;14;1;1;1;1;1;1;1;1;1;1;1;12;15;14;11;11;17;11;14;0;0;2.5Aa;2.5Aa
4343;20;0;0;0;0;0;9;1;20;20;17;1;18;20;19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;17;15;16;15;15;17;18;15;13;14;0;0;10;0;1;9;14;0;16;17;5Aa;5Aa
6572;0;7;8;14;10;20;7;11;12;16;12;12;12;1;1;15;17;15;15;17;12;7;13;15;15;15;17;9;15;14;11;9;14;6;12;12;1;1;1;1;1;1;1;1;1;1;1;15;17;13;11;10;18;10;15;0;0;1.5e;3.5e
4344;0;8;5;14;20;12;8;14;12;12;13;12;14;1;1;9;12;8;12;10;11;7;9;13;8;11;10;7;10;11;12;12;10;2;8;11;1;1;1;1;1;1;1;1;1;1;1;9;12;10;7;10;14;11;11;0;0;0.5e;0.5e
4140;0;20;13;8;5;5;13;17;13;12;14;8;15;1;1;9;8;10;9;11;12;11;9;11;11;13;9;16;11;14;7;13;14;11;11;13;1;1;1;1;1;1;1;1;1;1;1;9;12;10;12;12;15;11;13;0;0;0.5Aa;0.5Aa
4042;0;20;14;8;5;5;13;13;13;15;12;8;11;1;1;7;8;7;6;9;10;13;7;11;10;12;10;13;9;12;6;13;14;14;12;15;1;1;1;1;1;1;1;1;1;1;1;6;11;13;13;11;14;12;14;0;0;0.5e;0.5e
5228;0;20;15;8;5;5;8;12;15;14;14;11;12;1;1;13;12;13;12;18;12;8;7;11;14;16;8;20;14;12;7;14;13;12;13;13;1;1;1;1;1;1;1;1;1;1;1;12;14;13;12;10;18;12;13;0;0;1Bc;1Bc
6573;0;14;20;5;5;8;12;13;12;10;10;9;10;1;1;10;12;12;13;13;11;10;6;10;11;13;7;14;12;16;6;15;13;14;14;14;1;1;1;1;1;1;1;1;1;1;1;11;10;11;14;11;16;11;13;0;0;0.5e;1.5e
3542;0;5;8;12;10;20;9;11;11;16;11;12;11;1;1;6;5;6;6;6;3;11;7;9;6;9;11;4;10;6;7;8;9;6;8;8;1;1;1;1;1;1;1;1;1;1;1;6;9;10;7;7;13;11;9;0;0;0.5Aa;0.5Aa
5229;0;8;5;20;10;13;7;11;12;11;17;14;12;1;1;14;16;15;15;15;10;6;13;13;17;15;14;8;13;13;10;15;13;9;15;13;1;1;1;1;1;1;1;1;1;1;1;14;15;13;12;11;17;12;13;0;0;1.5Dd;1.5Dd
4593;20;0;0;0;0;0;5;1;13;15;11;1;11;13;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;14;15;14;13;13;13;14;12;11;14;0;0;8;0;1;10;11;0;14;13;1Bd;1Bd
5399;0;5;8;12;10;20;12;12;14;15;11;5;14;1;1;12;12;12;12;17;11;11;15;14;13;14;16;8;12;12;10;13;14;8;14;12;1;1;1;1;1;1;1;1;1;1;1;12;16;12;12;12;18;11;13;0;0;1Dd;1Dd
3950;0;8;5;14;20;11;9;14;17;17;14;10;12;1;1;10;12;10;9;10;7;9;13;13;11;16;14;9;13;12;13;12;12;9;14;16;1;1;1;1;1;1;1;1;1;1;1;9;16;13;11;11;14;12;13;0;0;0.5Ac;0.5Ac
3664;0;5;8;13;10;20;8;13;13;14;12;10;12;1;1;4;11;9;5;7;7;8;7;12;15;16;12;6;12;9;10;11;12;8;11;11;1;1;1;1;1;1;1;1;1;1;1;6;12;14;10;9;13;11;12;0;0;0.5Ad;0.5Ad
3421;0;8;5;20;11;13;7;10;10;12;9;13;16;1;1;5;3;6;8;6;8;8;7;7;12;12;10;5;9;10;7;9;11;8;10;11;1;1;1;1;1;1;1;1;1;1;1;6;10;11;9;8;13;10;8;0;0;0.5Ad;0.5Ad
4141;20;0;0;0;0;0;4;1;7;9;10;1;10;11;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;11;11;13;11;12;12;10;12;11;15;0;0;6;0;0;9;10;0;10;13;0.5Ad;0.5Ad
4594;0;20;18;8;5;5;13;16;13;12;12;7;13;1;1;13;12;14;13;16;13;10;8;12;17;16;9;16;13;16;10;16;14;14;16;12;1;1;1;1;1;1;1;1;1;1;1;13;12;12;15;13;18;12;13;0;0;2Aa;2Aa
3856;0;20;19;5;5;8;14;15;17;12;16;6;16;1;1;12;11;12;9;15;11;12;7;11;11;10;9;13;10;18;6;15;16;17;12;17;1;1;1;1;1;1;1;1;1;1;1;11;11;12;15;12;17;15;16;0;0;1Aa;1Aa
4595;20;0;0;0;0;0;5;1;13;19;16;1;14;15;17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;11;13;14;16;13;13;12;13;12;16;0;0;9;0;1;9;11;0;12;12;1.5Ac;1.5Ac
5047;0;20;15;8;5;5;14;15;11;14;12;7;16;1;1;13;11;13;13;16;13;9;10;11;16;16;10;16;15;13;9;17;13;12;13;12;1;1;1;1;1;1;1;1;1;1;1;13;13;14;12;13;18;11;12;0;0;1.5Dc;1.5Dc
4718;0;11;16;12;10;20;8;14;15;12;11;9;14;1;1;11;9;11;10;14;13;8;12;12;12;14;14;6;12;14;10;13;15;8;16;15;1;1;1;1;1;1;1;1;1;1;1;10;13;12;13;12;17;11;12;0;0;0.5Bc;0.5Bc
4926;0;8;5;19;20;11;9;13;13;18;14;12;14;1;1;14;15;18;14;15;14;9;14;16;15;16;17;6;16;14;14;10;12;8;15;12;1;1;1;1;1;1;1;1;1;1;1;15;14;14;12;12;17;12;16;0;0;2.5Bc;3Bc
3543;0;5;8;10;20;13;8;13;10;13;10;10;9;1;1;6;6;5;6;3;3;9;8;12;10;11;7;4;9;6;9;7;10;10;9;7;1;1;1;1;1;1;1;1;1;1;1;5;7;11;8;7;11;10;10;0;0;0.5Ad;0.5Ad
7069;0;20;14;8;5;5;7;9;10;12;9;9;10;1;1;10;9;11;11;12;10;6;5;10;13;13;8;13;12;11;6;10;13;9;10;10;1;1;1;1;1;1;1;1;1;1;1;10;10;12;10;8;16;9;11;0;0;0.5Ad;1.5Ad
5400;0;20;18;8;5;5;10;12;13;10;11;10;17;1;1;16;11;13;14;15;11;6;6;12;18;15;9;14;12;14;9;14;13;12;14;13;1;1;1;1;1;1;1;1;1;1;1;14;11;13;13;10;17;11;13;0;0;1Cd;1.5Cd
4345;0;8;5;20;10;12;8;11;12;12;11;12;12;1;1;12;13;10;11;8;11;6;10;12;10;11;14;5;11;12;8;8;10;9;10;11;1;1;1;1;1;1;1;1;1;1;1;11;12;10;10;9;14;11;11;0;0;0.5e;0.5e
5048;0;8;5;20;10;12;13;13;13;13;14;7;12;1;1;11;13;12;12;12;12;12;14;15;11;14;15;7;12;13;9;15;14;7;12;14;1;1;1;1;1;1;1;1;1;1;1;11;14;11;11;13;15;12;13;0;0;0.5Cc;0.5Cc
6089;0;13;20;12;10;19;10;14;10;10;14;8;13;1;1;11;12;13;11;13;16;9;7;11;14;14;8;14;17;15;8;15;12;14;14;13;1;1;1;1;1;1;1;1;1;1;1;11;11;11;13;12;16;13;12;0;0;1Dd;1.5Dd
4596;0;20;17;8;5;5;9;14;12;16;12;12;14;1;1;13;13;12;15;14;12;10;6;14;16;16;9;16;15;13;9;13;14;13;14;13;1;1;1;1;1;1;1;1;1;1;1;13;12;13;13;10;16;11;13;0;0;1.5Bd;1.5Bd
4719;0;19;20;8;5;5;15;16;17;11;15;9;17;1;1;11;13;13;14;15;11;11;13;11;14;14;7;14;13;17;7;19;16;20;16;15;1;1;1;1;1;1;1;1;1;1;1;12;10;13;17;14;17;14;15;0;0;2Aa;2Aa
6090;0;20;14;8;5;5;13;14;12;10;12;7;12;1;1;10;12;13;14;17;13;9;7;10;16;14;9;16;14;14;9;13;15;12;13;13;1;1;1;1;1;1;1;1;1;1;1;12;12;11;13;12;18;11;14;0;0;1Ad;1.5Ad
6091;20;0;0;0;0;0;7;1;13;18;16;1;14;13;19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;15;15;13;17;14;13;14;15;14;15;0;0;9;0;1;10;13;0;14;14;3Bd;4Bd
4597;0;13;18;14;10;20;8;13;13;11;13;11;11;1;1;13;14;13;13;14;12;7;12;13;11;13;11;6;11;12;11;11;15;7;13;15;1;1;1;1;1;1;1;1;1;1;1;13;11;11;11;11;16;12;12;0;0;0.5Ba;0.5Ba
3422;20;0;0;0;0;0;5;1;6;8;9;1;7;11;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;4;10;11;5;10;6;9;8;9;0;0;6;0;1;9;8;0;5;7;0.5Ad;0.5Ad
4470;0;8;5;12;20;10;8;10;10;12;10;12;11;1;1;10;10;11;13;12;9;9;12;10;13;12;12;5;11;10;12;10;10;5;12;11;1;1;1;1;1;1;1;1;1;1;1;11;11;12;9;9;15;10;10;0;0;0.5Ad;0.5Ad
5230;0;8;5;20;12;13;9;14;13;12;15;11;15;1;1;13;13;16;13;13;12;8;14;15;12;14;14;7;14;13;12;13;14;8;14;15;1;1;1;1;1;1;1;1;1;1;1;14;14;11;12;12;16;11;14;0;0;1Ad;1Ad
6092;0;8;5;20;18;11;8;12;14;13;12;15;14;1;1;14;15;12;15;14;12;5;13;14;13;15;12;7;13;13;11;13;14;7;13;16;1;1;1;1;1;1;1;1;1;1;1;13;13;13;11;11;16;11;13;0;0;1Ad;2.5Ad
5401;0;5;8;14;19;20;9;14;13;17;12;9;13;1;1;16;15;15;17;15;14;9;17;16;15;15;16;8;16;13;18;11;15;7;13;12;1;1;1;1;1;1;1;1;1;1;1;16;16;14;12;13;17;12;16;0;0;2.5Da;3Da
3314;0;20;14;8;5;5;14;12;10;9;11;9;9;1;1;3;5;3;2;3;3;8;6;6;11;8;2;8;9;9;5;11;11;5;11;12;1;1;1;1;1;1;1;1;1;1;1;2;5;10;9;9;11;10;11;0;0;0.5Ad;0.5Ad
7361;0;20;18;8;5;5;11;11;10;8;9;5;10;1;1;8;9;10;9;11;11;6;4;5;9;9;5;10;7;12;1;11;11;11;10;10;1;1;1;1;1;1;1;1;1;1;1;9;7;9;11;9;15;10;10;0;0;0.5e;2.5e
4471;0;8;5;18;20;12;8;13;14;13;13;13;13;1;1;15;15;13;12;15;13;6;10;12;15;13;12;5;13;14;16;12;15;8;15;15;1;1;1;1;1;1;1;1;1;1;1;13;11;13;13;11;17;12;12;0;0;2.5Aa;2.5Aa
4043;0;8;5;20;10;13;8;13;12;16;12;10;14;1;1;11;12;12;10;11;10;10;13;13;16;18;14;7;17;13;13;11;12;9;14;12;1;1;1;1;1;1;1;1;1;1;1;11;14;15;12;11;15;11;15;0;0;1Ac;1Ac
4927;0;10;8;14;20;11;8;14;15;15;12;12;14;1;1;15;17;18;14;17;12;7;15;14;17;15;16;6;17;13;16;12;16;8;13;12;1;1;1;1;1;1;1;1;1;1;1;15;14;15;12;12;18;10;15;0;0;3.5Aa;3.5Aa
4044;0;20;19;8;5;5;13;17;17;14;14;7;15;1;1;10;12;15;13;14;12;11;9;12;16;15;9;15;14;19;8;18;13;17;17;17;1;1;1;1;1;1;1;1;1;1;1;12;12;15;16;13;17;13;15;0;0;2.5Aa;2.5Aa
4928;0;20;13;8;5;5;13;17;12;14;11;5;11;1;1;11;13;11;10;19;11;11;9;12;14;14;7;19;14;13;7;13;13;13;14;14;1;1;1;1;1;1;1;1;1;1;1;10;13;14;13;12;19;11;13;0;0;1.5Dd;1.5Dd
3544;0;8;5;12;20;10;4;12;11;14;10;10;12;1;1;9;12;7;10;9;7;6;10;13;15;10;11;3;12;7;9;5;9;4;11;6;1;1;1;1;1;1;1;1;1;1;1;8;8;14;7;7;14;10;12;0;0;0.5Ad;0.5Ad
6325;0;5;8;13;14;20;6;10;14;11;11;14;11;1;1;14;15;15;13;15;11;6;12;12;14;13;13;4;9;12;12;13;15;6;17;15;1;1;1;1;1;1;1;1;1;1;1;14;10;12;12;10;17;11;10;0;0;0.5e;2.5e
4720;0;20;14;8;5;5;13;14;15;13;13;7;14;1;1;15;14;11;10;11;12;10;10;11;14;16;9;15;12;14;7;14;13;14;13;13;1;1;1;1;1;1;1;1;1;1;1;12;12;12;13;12;15;12;13;0;0;1Bd;1Bd
