PlayerId;G;LD;RD;LW;C;RW;Aggression;Bravery;Determination;Teamplayer;Leadership;Temperament;Professionalism;Mental Toughness;Goalie Stamina;Acceleration;Agility;Balance;Speed;Stamina;Strength;Fighting;Screening;Getting Open;Passing;Puck Handling;Shooting Accuracy;Shooting Range;Offensive Read;Checking;Faceoffs;Hitting;Positioning;Shot Blocking;Stickchecking;Defensive Read;G Positioning;G Passing;G Pokecheck;Blocker;Glove;Rebound;Recovery;G Puckhandling;Low Shots;G Skating;Reflexes;Skating;Shooting;Playmaking;Defending;Physicality;Conditioning;Character;Hockey Sense;Goalie Technique;Goalie Overall Positioning;Ability;Potential
19;0;5;8;19;20;19;8;16;16;13;17;13;16;1;1;13;11;10;14;11;12;10;11;11;13;12;11;6;13;12;13;14;17;8;15;13;1;1;1;1;1;1;1;1;1;1;1;12;11;12;13;12;15;11;12;0;0;1.5Aa;1.5Aa
20;0;8;5;20;12;18;19;16;16;11;14;6;11;1;1;6;5;6;6;8;9;18;10;7;8;13;7;2;12;15;8;13;12;7;8;11;1;1;1;1;1;1;1;1;1;1;1;6;5;10;10;13;13;11;9;0;0;0.5Cd;0.5Cd
21;0;5;8;19;11;20;8;15;16;18;16;14;14;1;1;11;11;10;10;9;7;11;13;11;9;12;13;5;11;14;11;12;15;8;13;15;1;1;1;1;1;1;1;1;1;1;1;10;11;12;12;11;14;13;11;0;0;0.5Ca;1Ca
22;0;8;8;19;20;16;10;20;19;20;17;13;16;1;1;18;18;18;18;19;15;6;13;20;19;20;17;8;21;14;20;7;16;6;15;16;1;1;1;1;1;1;1;1;1;1;1;18;16;17;12;13;19;14;21;0;0;5Aa;5Aa
23;0;5;8;19;20;19;8;16;16;13;12;16;14;1;1;12;11;8;12;9;9;7;13;12;12;13;12;5;10;13;12;9;12;5;11;10;1;1;1;1;1;1;1;1;1;1;1;10;11;11;10;11;14;12;11;0;0;0.5Ca;0.5Ca
24;0;8;5;19;20;16;8;17;16;18;16;14;18;1;1;16;16;17;17;18;13;8;14;15;16;18;15;7;20;15;15;14;18;11;17;18;1;1;1;1;1;1;1;1;1;1;1;16;14;16;15;13;18;14;17;0;0;5Dc;5Dc
25;0;5;8;15;14;20;9;12;11;12;10;9;9;1;1;7;4;7;8;9;5;5;11;7;10;9;12;3;10;10;8;6;10;7;10;7;1;1;1;1;1;1;1;1;1;1;1;7;9;10;9;8;14;10;8;0;0;0.5Ca;0.5Ca
26;0;8;8;19;19;20;9;16;16;18;17;16;17;1;1;16;16;16;17;15;15;6;12;17;15;16;18;6;17;11;12;11;12;7;14;15;1;1;1;1;1;1;1;1;1;1;1;16;15;14;11;12;17;13;17;0;0;3Ba;3Ba
27;0;5;8;12;20;18;7;6;6;10;9;11;5;1;1;4;7;4;6;5;7;5;8;6;7;6;10;4;10;5;9;9;11;6;8;8;1;1;1;1;1;1;1;1;1;1;1;4;9;9;7;7;12;9;8;0;0;0.5Ca;0.5Ca
28;0;10;8;20;11;12;16;15;12;11;13;5;11;1;1;10;8;12;12;11;13;13;14;10;12;11;11;8;12;14;9;14;12;9;14;17;1;1;1;1;1;1;1;1;1;1;1;11;13;11;12;14;15;11;11;0;0;0.5Bd;0.5Bd
29;0;8;5;19;20;15;8;15;13;14;13;13;13;1;1;9;9;9;10;8;8;4;11;14;13;12;13;7;13;12;12;10;13;8;14;12;1;1;1;1;1;1;1;1;1;1;1;9;13;12;11;10;13;12;13;0;0;0.5Cc;0.5Cc
30;0;5;8;20;19;19;7;13;15;14;14;16;16;1;1;19;17;15;16;15;13;8;15;17;15;18;15;6;17;14;12;11;15;9;13;14;1;1;1;1;1;1;1;1;1;1;1;16;13;13;12;11;17;12;17;0;0;3Aa;3Aa
31;0;20;16;8;5;5;8;13;16;17;15;10;16;1;1;15;13;14;15;17;13;9;8;12;15;15;10;15;15;15;7;14;17;16;16;15;1;1;1;1;1;1;1;1;1;1;1;14;12;15;16;11;18;12;16;0;0;2.5Dc;2.5Dc
32;0;8;5;18;20;15;9;15;14;15;18;14;14;1;1;10;12;13;15;13;13;6;16;10;13;11;10;4;14;9;14;13;14;6;15;14;1;1;1;1;1;1;1;1;1;1;1;12;9;13;11;13;16;13;12;0;0;1Ca;1Ca
-1;20;0;0;0;0;0;4;1;11;10;8;1;9;9;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9;10;9;11;9;10;8;10;11;10;0;0;7;0;0;10;11;0;9;9;0.5e;0.5e
36;0;8;5;20;18;19;9;14;14;15;13;14;15;1;1;12;15;8;12;12;10;6;14;15;13;14;12;5;11;12;11;11;13;6;13;14;1;1;1;1;1;1;1;1;1;1;1;10;11;12;11;11;15;12;13;0;0;1Ca;1Ca
-1;0;8;8;12;20;13;7;10;8;10;8;8;8;1;1;10;8;8;8;7;8;5;9;10;9;9;9;2;10;8;8;7;11;3;9;9;1;1;1;1;1;1;1;1;1;1;1;9;8;10;8;9;13;10;11;0;0;0.5e;0.5e
38;0;8;8;20;19;18;8;17;17;15;13;12;15;1;1;15;15;17;15;19;12;6;15;16;15;16;13;7;13;16;16;13;16;7;16;16;1;1;1;1;1;1;1;1;1;1;1;15;13;14;13;13;19;11;14;0;0;3Bc;3.5Bc
39;0;5;8;12;20;19;13;15;14;15;18;12;14;1;1;15;15;14;18;15;14;9;14;15;14;19;14;6;14;16;16;17;18;8;15;15;1;1;1;1;1;1;1;1;1;1;1;15;13;13;14;14;17;12;14;0;0;3.5Dc;3.5Dc
40;0;20;19;8;5;8;8;15;12;17;14;13;13;1;1;11;10;11;11;19;17;11;10;11;14;16;10;16;14;12;9;12;13;14;14;12;1;1;1;1;1;1;1;1;1;1;1;11;13;14;13;12;19;12;12;0;0;1.5Dd;2Dd
41;0;20;19;8;5;8;9;10;14;13;13;14;14;1;1;9;6;13;10;14;10;6;7;11;15;13;7;17;12;12;4;12;12;11;13;12;1;1;1;1;1;1;1;1;1;1;1;10;12;12;12;9;16;11;12;0;0;0.5Ca;1Ca
42;0;8;8;19;19;20;8;14;15;12;16;12;15;1;1;13;12;16;14;16;14;10;19;15;15;15;15;6;13;16;11;14;14;10;15;14;1;1;1;1;1;1;1;1;1;1;1;14;13;13;13;13;17;13;14;0;0;2.5Dd;2.5Dd
43;0;5;8;14;20;19;9;14;15;14;14;16;13;1;1;14;14;13;13;14;13;7;9;12;12;12;14;4;13;13;13;10;13;7;14;12;1;1;1;1;1;1;1;1;1;1;1;13;11;12;11;11;16;12;12;0;0;1Ca;1.5Ca
44;0;8;8;20;10;19;8;15;16;19;14;14;17;1;1;17;15;15;15;17;11;4;15;15;15;16;17;7;17;12;12;13;14;7;15;15;1;1;1;1;1;1;1;1;1;1;1;15;15;14;12;12;18;11;16;0;0;3Ba;3.5Ba
45;20;0;0;0;0;0;7;1;16;14;15;1;14;14;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;13;12;12;13;15;16;14;13;14;14;0;0;11;0;1;9;12;0;13;14;1.5Dc;2Dc
46;0;5;8;10;20;12;10;14;16;19;18;13;17;1;1;13;13;16;12;14;16;8;14;13;18;18;14;6;19;14;14;15;15;9;12;15;1;1;1;1;1;1;1;1;1;1;1;13;13;17;12;13;16;13;16;0;0;3Aa;3Aa
47;0;20;19;8;5;5;7;13;15;14;13;14;14;1;1;14;15;13;13;17;10;7;7;11;17;15;10;15;14;14;8;12;15;13;14;18;1;1;1;1;1;1;1;1;1;1;1;13;12;15;14;9;18;11;16;0;0;2Dc;2Dc
48;0;5;8;12;10;20;8;13;10;16;15;11;15;1;1;8;11;10;9;12;13;9;12;13;14;13;14;7;14;13;10;13;15;7;15;13;1;1;1;1;1;1;1;1;1;1;1;9;14;13;12;11;15;12;13;0;0;1Cd;1Cd
50;0;8;8;20;19;19;8;14;12;16;15;13;13;1;1;9;8;14;9;10;12;8;10;12;8;12;14;5;10;10;10;14;8;10;10;14;1;1;1;1;1;1;1;1;1;1;1;10;12;11;9;11;15;11;11;0;0;0.5Ca;0.5Ca
52;0;8;8;19;12;20;8;14;14;14;12;15;17;1;1;13;11;11;13;11;14;7;12;11;11;13;13;4;13;14;11;12;14;8;13;13;1;1;1;1;1;1;1;1;1;1;1;12;10;11;12;12;15;10;12;0;0;1Ca;1Ca
53;0;10;8;19;10;20;14;16;17;19;15;7;14;1;1;12;14;15;16;17;16;11;16;15;14;15;15;10;16;15;13;16;15;8;15;14;1;1;1;1;1;1;1;1;1;1;1;14;17;14;13;15;18;13;15;0;0;3Dc;3.5Dc
54;0;20;15;8;5;5;8;14;15;19;17;12;13;1;1;15;15;15;16;17;17;7;9;15;17;17;10;20;16;16;9;14;17;13;19;16;1;1;1;1;1;1;1;1;1;1;1;15;15;16;16;12;18;14;16;0;0;4Cd;5Cd
55;0;16;20;5;5;8;13;14;14;16;14;8;13;1;1;13;10;13;12;14;14;9;7;9;11;13;9;15;12;13;6;15;15;15;14;12;1;1;1;1;1;1;1;1;1;1;1;12;12;13;14;12;16;12;13;0;0;1Cd;1Cd
-1;20;0;0;0;0;0;6;1;12;13;13;1;12;11;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;10;10;8;10;10;11;11;11;12;11;0;0;7;0;1;10;11;0;10;11;0.5e;0.5e
57;0;8;8;20;10;19;9;11;10;10;14;11;11;1;1;12;12;14;13;15;13;7;16;13;12;15;14;5;13;13;12;12;16;7;13;15;1;1;1;1;1;1;1;1;1;1;1;13;12;10;12;12;17;11;13;0;0;1Dd;1.5Dd
58;0;19;20;8;5;5;9;15;13;13;13;16;13;1;1;14;14;16;13;14;15;6;7;14;16;15;8;14;14;15;7;13;18;12;16;14;1;1;1;1;1;1;1;1;1;1;1;14;11;13;15;11;16;12;16;0;0;2Bc;2.5Bc
59;0;5;8;11;20;19;17;15;14;13;13;6;10;1;1;5;10;8;8;6;8;13;13;11;11;11;9;4;12;11;11;15;12;7;7;9;1;1;1;1;1;1;1;1;1;1;1;7;8;12;9;13;13;12;11;0;0;0.5Ca;0.5Ca
60;0;19;20;8;5;8;13;16;15;14;12;10;14;1;1;10;11;14;13;12;17;10;10;10;12;13;5;14;11;13;6;15;14;16;16;11;1;1;1;1;1;1;1;1;1;1;1;12;9;13;14;14;15;12;12;0;0;1Cb;1Cb
61;0;5;8;14;11;20;8;14;16;13;13;12;14;1;1;13;13;15;16;16;16;10;18;18;14;14;16;7;13;14;13;14;15;8;15;13;1;1;1;1;1;1;1;1;1;1;1;14;15;11;13;14;17;13;15;0;0;2.5Cb;3Cb
62;0;8;8;19;19;20;7;14;16;17;14;17;15;1;1;14;16;14;15;16;12;5;13;13;14;15;14;6;13;13;11;11;12;6;12;13;1;1;1;1;1;1;1;1;1;1;1;14;13;14;10;11;17;11;13;0;0;1.5Ba;2Ba
63;20;0;0;0;0;0;6;1;10;10;6;1;10;13;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;12;12;14;12;14;15;11;12;14;16;0;0;6;0;1;9;9;0;11;14;0.5Cc;0.5Cc
64;0;5;8;18;10;20;8;9;9;11;9;12;6;1;1;7;7;5;7;7;7;6;10;11;11;7;9;5;11;9;8;6;10;4;10;9;1;1;1;1;1;1;1;1;1;1;1;6;9;10;8;8;13;10;11;0;0;0.5Ca;0.5Ca
65;0;5;8;12;20;19;9;14;12;14;12;12;13;1;1;13;12;12;12;11;16;8;12;12;13;12;13;4;14;14;8;11;12;6;13;10;1;1;1;1;1;1;1;1;1;1;1;12;10;12;11;12;15;11;13;0;0;0.5Cd;1Cd
-1;20;0;0;0;0;0;5;1;12;14;13;1;13;15;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;11;10;10;11;9;10;13;10;10;12;0;0;7;0;1;9;9;0;11;9;0.5e;0.5e
67;0;8;8;19;19;20;12;15;12;14;12;11;13;1;1;11;13;9;12;12;13;6;10;10;12;13;11;5;12;8;12;10;12;6;9;9;1;1;1;1;1;1;1;1;1;1;1;10;10;12;8;12;16;10;11;0;0;0.5Ca;0.5Ca
68;0;8;8;19;20;17;8;15;13;13;13;16;15;1;1;11;13;13;12;12;9;9;13;10;13;14;13;6;10;13;11;10;10;6;15;12;1;1;1;1;1;1;1;1;1;1;1;12;12;12;11;11;15;12;10;0;0;0.5Ca;0.5Ca
69;0;19;20;8;5;5;13;14;15;14;17;10;12;1;1;9;11;12;7;11;14;10;6;9;13;12;9;15;12;13;8;14;13;7;14;13;1;1;1;1;1;1;1;1;1;1;1;9;12;13;11;12;15;13;13;0;0;0.5Ca;0.5Ca
71;0;10;8;19;20;16;8;15;15;16;15;15;17;1;1;10;11;9;13;8;12;5;9;12;15;15;15;5;12;14;14;8;12;6;12;12;1;1;1;1;1;1;1;1;1;1;1;10;12;14;11;10;13;12;12;0;0;1Aa;1Aa
72;0;8;5;14;20;12;9;19;16;19;13;7;13;1;1;15;14;15;15;18;13;11;17;18;16;15;17;7;17;13;17;14;14;7;13;15;1;1;1;1;1;1;1;1;1;1;1;15;15;15;11;14;18;13;17;0;0;3.5Ac;3.5Ac
73;0;8;8;20;10;19;11;14;13;11;14;8;11;1;1;6;7;9;6;6;8;9;8;8;6;11;9;6;7;6;9;11;9;7;10;8;1;1;1;1;1;1;1;1;1;1;1;7;10;9;8;10;12;12;7;0;0;0.5Ca;0.5Ca
74;0;20;19;8;5;8;9;12;12;11;13;9;12;1;1;12;12;11;12;10;12;8;5;8;11;10;4;14;12;12;6;15;12;11;14;10;1;1;1;1;1;1;1;1;1;1;1;11;9;11;12;10;14;12;11;0;0;0.5Cd;0.5Cd
75;0;8;8;19;19;20;9;16;15;18;15;12;17;1;1;7;10;12;9;13;12;8;17;12;12;12;13;8;9;13;11;15;15;12;15;14;1;1;1;1;1;1;1;1;1;1;1;9;14;13;13;13;16;11;10;0;0;1.5Aa;1.5Aa
76;0;20;16;8;5;5;14;18;15;11;15;7;14;1;1;12;11;16;13;13;17;9;10;9;11;10;8;13;11;14;7;16;15;10;11;14;1;1;1;1;1;1;1;1;1;1;1;13;10;11;12;15;16;13;14;0;0;1Ca;1Ca
77;0;8;8;20;10;19;10;16;15;14;14;14;14;1;1;12;11;13;11;12;12;7;13;12;9;9;12;5;13;11;7;11;15;6;14;12;1;1;1;1;1;1;1;1;1;1;1;12;11;10;11;12;15;12;12;0;0;0.5Ca;1Ca
78;0;8;7;19;12;20;8;13;15;16;14;12;14;1;1;14;15;14;15;12;13;6;14;13;14;14;14;8;10;13;8;11;14;7;16;13;1;1;1;1;1;1;1;1;1;1;1;14;15;13;12;11;16;12;11;0;0;1.5Cc;1.5Cc
79;0;19;20;8;5;5;11;17;14;15;13;12;13;1;1;11;12;14;14;15;15;10;7;14;11;11;9;14;11;14;4;13;14;14;16;15;1;1;1;1;1;1;1;1;1;1;1;13;11;11;14;12;17;12;14;0;0;1.5Ca;1.5Ca
81;0;8;8;18;16;20;10;15;14;14;13;12;14;1;1;11;13;10;10;13;9;8;9;14;16;14;11;5;14;12;10;10;12;7;11;11;1;1;1;1;1;1;1;1;1;1;1;10;10;14;10;10;16;11;14;0;0;0.5Ca;0.5Ca
83;0;20;19;8;5;8;9;16;18;16;18;13;16;1;1;13;14;15;14;15;14;6;8;13;16;15;7;14;15;14;7;15;16;16;15;15;1;1;1;1;1;1;1;1;1;1;1;14;10;14;15;12;17;14;15;0;0;2.5Aa;2.5Aa
-1;0;20;14;8;5;5;13;12;12;11;10;4;10;1;1;9;10;10;12;12;10;8;6;8;11;12;5;12;9;12;4;12;10;13;12;10;1;1;1;1;1;1;1;1;1;1;1;10;8;11;11;10;15;13;10;0;0;0.5e;0.5e
85;0;8;5;20;11;18;8;13;14;12;13;13;12;1;1;12;14;14;12;12;12;7;13;14;11;12;12;7;12;11;11;13;12;8;12;12;1;1;1;1;1;1;1;1;1;1;1;12;13;10;10;11;15;11;13;0;0;0.5Cd;1Cd
86;0;15;20;7;5;11;14;13;11;14;13;10;11;1;1;11;9;9;10;12;10;7;6;8;10;14;7;13;12;10;7;10;13;13;15;13;1;1;1;1;1;1;1;1;1;1;1;10;10;11;12;10;15;11;13;0;0;0.5Ca;0.5Ca
87;0;10;8;20;12;17;8;12;11;14;16;11;14;1;1;6;8;15;7;10;13;4;14;12;13;10;12;3;12;12;10;11;11;4;14;13;1;1;1;1;1;1;1;1;1;1;1;9;9;13;10;11;14;11;12;0;0;0.5Ca;0.5Ca
88;0;8;8;14;20;19;13;15;17;13;14;7;15;1;1;14;11;15;15;12;14;9;14;11;15;12;14;7;11;17;14;18;14;10;13;14;1;1;1;1;1;1;1;1;1;1;1;14;14;13;13;14;16;12;11;0;0;2Bc;2.5Bc
89;0;20;14;8;5;5;8;13;14;14;15;15;17;1;1;15;15;13;15;17;11;6;9;15;14;16;11;16;13;13;6;10;14;13;17;14;1;1;1;1;1;1;1;1;1;1;1;14;13;14;14;10;18;11;14;0;0;2Ba;2Ba
90;0;8;8;20;10;19;20;16;14;10;12;2;13;1;1;9;7;12;10;11;15;17;15;9;11;11;10;5;9;15;11;18;14;9;12;11;1;1;1;1;1;1;1;1;1;1;1;10;10;10;12;16;15;11;9;0;0;1Cd;1Cd
91;0;5;8;20;19;19;9;15;16;14;15;16;14;1;1;14;14;13;15;13;14;8;17;11;12;13;13;5;12;15;11;17;18;7;16;14;1;1;1;1;1;1;1;1;1;1;1;14;11;12;14;14;16;13;11;0;0;2.5Aa;2.5Aa
92;0;5;8;12;18;20;18;15;13;15;15;5;15;1;1;8;9;9;10;12;10;15;12;10;16;13;11;6;13;11;11;13;12;8;11;9;1;1;1;1;1;1;1;1;1;1;1;9;11;15;10;13;15;12;11;0;0;0.5Ca;0.5Ca
93;0;8;8;19;15;20;8;16;13;13;17;12;15;1;1;11;9;12;11;12;12;7;13;15;13;15;14;6;12;12;10;11;14;9;11;12;1;1;1;1;1;1;1;1;1;1;1;11;13;12;11;12;15;11;13;0;0;1Ca;1Ca
94;0;10;10;20;12;19;9;16;14;15;18;13;15;1;1;14;13;14;11;16;16;7;16;17;10;16;17;7;14;11;10;12;13;10;12;13;1;1;1;1;1;1;1;1;1;1;1;13;15;11;11;13;17;11;15;0;0;2.5Ad;2.5Ad
95;0;5;8;12;18;20;10;12;12;18;12;11;14;1;1;12;14;14;14;13;13;10;14;14;14;15;14;6;13;13;10;13;14;9;13;17;1;1;1;1;1;1;1;1;1;1;1;13;13;14;12;12;16;11;13;0;0;1.5Dd;2Dd
96;0;8;5;20;19;14;15;18;16;15;19;9;14;1;1;13;16;16;15;17;14;13;17;18;16;17;19;6;18;14;14;14;18;6;11;16;1;1;1;1;1;1;1;1;1;1;1;14;15;13;12;15;18;14;18;0;0;4Dd;4Dd
97;0;20;19;9;5;8;8;12;16;16;15;14;17;1;1;16;14;15;16;16;11;6;10;12;14;17;10;15;14;14;8;13;16;16;17;18;1;1;1;1;1;1;1;1;1;1;1;15;12;14;15;10;17;12;17;0;0;3Dc;3Dc
98;0;5;8;13;19;20;9;14;15;13;12;11;14;1;1;11;10;11;12;13;15;8;13;14;15;14;13;7;13;12;12;12;13;8;14;13;1;1;1;1;1;1;1;1;1;1;1;11;13;12;11;12;16;11;13;0;0;1Bc;1.5Bc
99;0;5;8;19;14;20;21;15;12;15;10;3;10;1;1;9;7;14;9;9;17;16;15;14;13;10;11;5;11;14;11;19;12;8;15;11;1;1;1;1;1;1;1;1;1;1;1;10;10;12;12;17;14;10;12;0;0;1.5Dc;1.5Dc
100;20;0;0;0;0;0;7;1;14;15;12;1;14;14;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;13;13;11;13;13;11;12;12;15;13;0;0;8;0;1;10;10;0;12;13;1Cc;1Cc
101;0;20;19;8;5;8;18;14;15;14;15;7;14;1;1;8;10;8;4;6;9;10;7;14;12;9;7;11;7;13;6;15;10;12;14;11;1;1;1;1;1;1;1;1;1;1;1;6;9;11;12;12;12;11;10;0;0;0.5Ca;0.5Ca
102;0;8;5;12;20;10;9;12;12;16;13;12;14;1;1;9;10;11;12;10;9;6;14;12;16;14;13;6;11;11;15;11;13;8;12;11;1;1;1;1;1;1;1;1;1;1;1;10;12;14;11;11;15;10;11;0;0;0.5Cd;1Cd
103;0;8;5;20;15;19;10;16;15;13;18;13;16;1;1;12;11;13;12;14;13;3;16;17;13;14;17;7;18;13;13;13;16;6;13;15;1;1;1;1;1;1;1;1;1;1;1;12;15;11;12;13;16;12;17;0;0;2.5Ac;2.5Ac
104;0;8;5;20;10;19;9;13;14;14;14;9;12;1;1;14;14;14;16;17;15;10;17;19;14;16;17;8;13;13;13;15;13;8;12;13;1;1;1;1;1;1;1;1;1;1;1;14;16;11;11;13;18;12;16;0;0;2.5Dc;3Dc
105;0;8;8;19;11;20;11;15;17;13;18;13;17;1;1;15;15;17;14;17;13;8;13;15;12;13;13;6;10;9;7;13;11;5;11;11;1;1;1;1;1;1;1;1;1;1;1;15;12;10;9;13;18;12;12;0;0;1.5Ba;2Ba
106;0;8;5;19;16;20;7;12;14;12;13;10;12;1;1;12;10;13;10;10;10;6;12;13;12;10;14;6;13;10;7;10;11;5;14;9;1;1;1;1;1;1;1;1;1;1;1;11;13;10;10;10;14;11;13;0;0;0.5Ca;0.5Ca
107;0;8;5;20;19;12;9;15;15;14;14;13;14;1;1;8;15;9;11;12;9;8;8;12;13;13;15;6;11;12;8;10;10;10;14;10;1;1;1;1;1;1;1;1;1;1;1;9;13;12;11;10;15;11;11;0;0;0.5Ca;0.5Ca
108;0;20;17;8;5;5;9;13;13;15;14;13;14;1;1;13;11;14;14;15;13;7;6;13;15;15;11;16;14;12;6;12;13;12;15;13;1;1;1;1;1;1;1;1;1;1;1;13;13;14;13;10;17;11;13;0;0;1.5Cd;1.5Cd
109;0;7;11;20;19;19;10;13;16;16;17;12;14;1;1;13;15;14;14;14;15;9;14;13;13;13;13;7;13;14;16;13;14;8;16;16;1;1;1;1;1;1;1;1;1;1;1;13;13;14;13;13;16;13;13;0;0;2Dd;2.5Dd
110;0;8;5;19;11;20;11;16;13;14;12;11;12;1;1;14;14;13;13;15;12;10;12;16;15;16;17;7;16;11;11;11;13;9;12;15;1;1;1;1;1;1;1;1;1;1;1;13;15;13;11;12;17;10;16;0;0;2Cd;2Cd
