TeamId;ES L1 LW;ES L1 C;ES L1 RW;ES L1 LD;ES L1 RD;ES L2 LW;ES L2 C;ES L2 RW;ES L2 LD;ES L2 RD;ES L3 LW;ES L3 C;ES L3 RW;ES L3 LD;ES L3 RD;ES L4 LW;ES L4 C;ES L4 RW;ES L4 LD;ES L4 RD;PP5on4 L1 LW;PP5on4 L1 C;PP5on4 L1 RW;PP5on4 L1 LD;PP5on4 L1 RD;PP5on4 L2 LW;PP5on4 L2 C;PP5on4 L2 RW;PP5on4 L2 LD;PP5on4 L2 RD;PP5on3 L1 LW;PP5on3 L1 C;PP5on3 L1 RW;PP5on3 L1 LD;PP5on3 L1 RD;PP5on3 L2 LW;PP5on3 L2 C;PP5on3 L2 RW;PP5on3 L2 LD;PP5on3 L2 RD;PP4on3 L1 F1;PP4on3 L1 F2;PP4on3 L1 LD;PP4on3 L1 RD;PP4on3 L2 F1;PP4on3 L2 F2;PP4on3 L2 LD;PP4on3 L2 RD;PK4on5 L1 F1;PK4on5 L1 F2;PK4on5 L1 LD;PK4on5 L1 RD;PK4on5 L2 F1;PK4on5 L2 F2;PK4on5 L2 LD;PK4on5 L2 LD;PK4on5 L3 F1;PK4on5 L3 F2;PK4on5 L3 LD;PK4on5 L3 LD;PK3on5 L1 F1;PK3on5 L1 LD;PK3on5 L1 RD;PK3on5 L2 F1;PK3on5 L2 LD;PK3on5 L2 LD;PK3on4 L1 F1;PK3on4 L1 LD;PK3on4 L1 RD;PK3on4 L2 F1;PK3on4 L2 LD;PK3on4 L2 LD;4on4 L1 F1;4on4 L1 F2;4on4 L1 LD;4on4 L1 RD;4on4 L2 F1;4on4 L2 F2;4on4 L2 LD;4on4 L2 LD;3on3 L1 F1;3on3 L1 LD;3on3 L1 RD;3on3 L2 F1;3on3 L2 LD;3on3 L2 LD;Shootout 1;Shootout 2;Shootout 3;Shootout 4;Shootout 5;Goalie 1;Goalie 2;Extra Attacker 1;Extra Attacker 2;
16;2658;1477;62;350;635;1349;136;1096;4563;4351;971;1219;366;941;883;714;296;1161;;;2658;1477;62;350;635;1349;136;1096;4563;4351;2658;1477;62;350;635;1349;136;1096;4563;4351;2658;1477;350;635;1349;136;4563;4351;1349;2658;350;635;971;1477;4563;4351;136;62;941;883;2658;350;635;1477;4563;4351;2658;350;635;1477;4563;4351;2658;1477;350;635;1349;136;4563;4351;2658;1477;350;1349;136;4563;2658;1349;1477;971;62;252;223;2658;1349;;;;
17;1018;3542;843;2662;835;30;1136;2687;2504;788;580;453;1062;1440;47;736;1556;807;;;1018;3542;843;835;30;580;1136;807;788;2504;1018;3542;843;835;2662;580;1136;807;2504;30;843;3542;1018;835;1136;580;807;2504;30;1136;835;788;580;453;47;1440;1018;843;2662;2504;30;835;788;843;47;1440;30;835;788;843;47;1440;843;;2504;835;453;1018;2662;788;843;;835;453;1018;2504;843;30;;1018;1136;2721;2646;;843;;;;
18;955;1250;264;1336;181;321;3561;631;1306;4786;1325;1203;1586;2814;4577;727;525;864;;;955;1250;864;3561;181;1203;631;264;321;1336;955;1250;864;3561;181;1203;631;264;321;1336;864;1250;3561;181;631;955;264;1336;1203;727;1336;4577;321;525;2814;4786;1586;1325;1306;181;1203;1336;4577;727;2814;4786;1203;1336;4577;727;2814;4786;1203;1250;1336;4577;3561;864;2814;181;1203;1250;1336;3561;864;2814;1250;955;631;181;1586;442;2414;264;1250;;;;
19;3552;3554;2519;1461;4328;1241;2537;946;4339;561;507;180;4341;193;4363;4338;379;4326;;;1241;3554;3552;1461;561;2519;2537;946;4339;4328;1241;3554;3552;1461;561;2519;2537;946;4339;4328;3552;3554;4328;1461;1241;2537;4339;561;507;180;561;4363;946;3552;4339;4328;379;2537;1461;193;507;;561;180;4339;4363;507;4339;561;180;;;3552;3554;1461;561;946;507;4339;4328;3552;3554;1461;946;507;561;;;;;;679;1476;3552;;;;;
20;311;455;2553;1466;2804;3321;1017;2514;97;1572;879;2683;344;230;4327;1365;2518;1486;;;311;455;2553;1466;2804;3321;1017;2514;97;4327;311;455;2553;1466;2804;3321;1017;2514;97;1572;311;455;1466;2804;3321;1017;97;1572;879;455;1466;2804;1486;1017;97;1572;2518;2514;;;455;1466;2804;1017;97;1572;455;1466;2804;1017;97;1572;2553;455;1466;2804;311;1017;97;1572;2553;455;1466;311;1017;97;455;2553;1017;311;2514;1427;671;455;2553;;;;
21;527;3556;904;3374;5199;4561;836;2545;1370;3009;4991;4793;2796;1188;1528;427;2458;244;;;836;3556;904;2796;5199;4561;4793;2545;1370;527;836;3556;904;2796;5199;4561;4793;2545;1370;527;836;3556;904;5199;2545;4793;1370;527;527;836;3374;1528;4793;244;1370;5199;3556;2796;1188;3009;527;3374;1528;836;1370;5199;527;3374;1528;836;1370;5199;836;3556;3374;5199;2545;4793;1370;3009;836;3556;5199;2545;4793;1370;;;;;2796;2562;2395;836;3556;;;;
22;3363;24;506;3550;1130;549;1581;42;372;322;1337;2807;179;1348;1270;109;870;75;;;3363;24;;3550;1130;549;1581;506;1337;372;3363;24;;3550;1130;549;1581;506;1337;372;24;;3550;1130;1581;3363;1337;372;24;1581;3550;1130;870;506;372;322;3363;42;1348;1270;24;3550;1130;1581;372;1348;24;3550;1130;1581;372;1348;24;;3550;1130;3363;1581;372;322;24;;3550;3363;1581;1130;1581;;506;24;3550;868;4785;1581;;;;;
23;10;3559;962;833;142;38;46;2661;571;522;104;4997;4335;1177;1186;4600;1557;1006;;;10;3559;2661;833;4600;38;46;962;571;4335;10;3559;2661;833;4600;38;46;962;571;4335;10;3559;833;2661;38;46;571;962;962;3559;833;142;10;46;571;522;38;2661;1177;1186;3559;833;142;46;571;522;3559;833;142;46;571;522;10;3559;833;142;38;46;571;522;10;3559;833;38;46;571;3559;962;46;10;2661;1215;695;3559;2661;;;;
24;500;3548;412;1368;2800;143;1314;1535;704;478;3383;4799;641;2360;2478;267;3146;91;;;1535;500;3548;3146;2800;3383;1314;412;641;2360;1535;1314;3548;3146;2800;3383;500;412;641;2360;1314;3548;3146;2800;500;412;641;2360;3383;412;1368;704;641;91;478;2800;4799;143;2478;2360;3383;1368;704;412;478;2800;3383;1368;704;412;478;2800;412;3548;1368;2800;91;1314;704;478;412;3548;1368;91;1314;2800;3548;500;3146;1535;2800;435;3394;3548;412;;;;
25;1405;72;566;4356;4295;306;1578;4782;3284;325;5259;1735;2390;4566;4558;499;2666;315;;;1405;1578;566;4295;4558;306;72;315;2666;325;1405;1578;566;4295;4558;306;72;315;2666;325;1578;1405;72;4295;2666;566;306;4558;499;5259;4566;4295;1405;2390;3284;4558;1578;72;325;4356;499;4566;4295;5259;3284;4558;499;4566;4295;5259;3284;4558;1405;72;4356;4295;306;1578;3284;325;1405;72;4356;306;1578;3284;566;1735;4295;1405;315;1;1271;72;566;;;;
26;4773;360;4329;89;4332;2718;1265;5907;5247;395;4334;1375;4554;2539;498;1344;353;947;;;2718;360;4329;89;395;4773;1265;5907;5247;4332;2718;360;4329;89;395;4773;1265;5907;5247;4332;2718;1265;89;395;4773;360;5247;4332;1344;1265;89;395;2718;4329;2539;4332;360;947;5247;498;1265;89;395;4329;2539;4332;1265;89;395;4329;2539;4332;2718;4329;89;395;4773;360;2539;4332;2718;4329;89;4773;360;2539;4773;4329;4554;2718;947;1190;2805;4329;4773;;;;
214;4419;185;1853;724;1197;2777;586;95;3266;1287;5013;1185;743;4617;4998;;400;4331;;;4419;185;95;1197;1287;2777;1185;743;4331;4617;4419;185;95;1197;1287;2777;1185;743;4331;4617;95;185;4419;1197;1185;743;4331;1287;586;1853;3266;4998;95;400;724;1197;4419;185;4617;1287;1853;3266;4998;586;724;1197;1853;3266;4998;586;724;1197;185;1853;724;1197;586;95;3266;1287;185;1853;1197;586;95;724;1853;4331;1185;743;5013;4571;4364;4331;1853;;;;
216;462;909;1121;2393;1267;2760;3220;959;874;1053;477;4374;5026;765;55;;3460;812;;;2760;909;5026;1267;2393;462;4374;812;3460;874;2760;909;5026;1267;2393;462;4374;812;874;1053;4374;909;2393;1267;5026;2760;3460;874;2760;1121;874;55;3460;812;2393;1053;462;959;765;1267;1121;874;55;2760;2393;1053;1121;874;55;2760;2393;1053;959;1121;2393;1267;909;462;874;1053;959;1121;2393;909;462;1267;4374;909;462;3220;5026;253;2223;4374;959;;;;
218;295;579;1110;1732;1286;2793;282;709;3438;2221;4805;860;5046;2957;1958;4389;228;;;;295;282;709;2221;3438;2793;4389;1110;1732;1286;295;282;709;2221;3438;2793;4389;1110;1732;1286;4389;282;3438;2221;295;709;579;1732;2793;860;1732;2957;295;579;3438;1286;4805;228;2221;1958;2793;1732;2957;860;3438;1286;2793;1732;2957;860;3438;1286;860;295;1732;1286;579;282;3438;2221;860;295;1732;2793;579;1286;282;2793;1286;228;860;2313;4788;5046;295;;;;
222;1546;1417;389;2572;1200;657;1043;4576;4547;539;5258;849;4797;3456;786;4812;392;;;;657;849;389;1417;3456;1546;4812;4576;392;2572;657;849;389;1417;3456;1546;4812;4576;392;2572;1417;849;4812;3456;657;1546;392;2572;4576;389;2572;1200;392;1417;4547;539;1546;1043;786;3456;389;2572;1200;4576;4547;3456;389;2572;1200;4576;4547;3456;1043;1417;2572;1200;1546;849;4547;539;1043;1417;2572;1546;849;4547;5258;4576;389;392;657;2722;1403;4576;5258;;;;
223;2351;373;2812;124;5268;241;4393;4345;4370;2397;368;4584;495;5001;409;4556;3421;;;;2351;241;2812;2397;124;4556;4584;4345;4393;4370;2351;241;2812;4584;2397;368;4393;4345;409;124;241;2351;2812;2397;4393;4584;124;409;3421;495;124;5268;4345;2812;4370;409;373;4584;5001;2397;3421;124;5268;495;4370;409;3421;124;5268;495;4370;409;241;2351;124;5268;4345;2812;4370;2397;241;2351;124;373;2812;2397;2351;4393;4345;241;373;51;1042;241;373;;;;
224;222;452;1402;332;1574;2445;43;287;4839;913;4358;550;77;5267;422;87;;112;;;222;452;43;1574;913;2445;550;1402;332;422;222;452;43;1574;913;2445;550;1402;332;422;43;452;913;1574;1402;222;2445;332;4358;43;332;422;77;287;5267;913;452;222;4839;1574;43;332;422;4358;5267;913;43;332;422;4358;5267;913;452;222;332;1574;1402;43;4839;913;452;222;1574;1402;43;332;222;43;1402;4839;550;248;645;222;452;;;;
226;233;740;426;101;2462;1228;2795;2667;4344;2039;135;5;5025;3355;4432;4385;;5068;;;2795;740;426;2667;2462;233;5;1228;4385;4432;2795;740;426;2667;2462;233;5;1228;4385;4432;426;740;2795;2462;5;2667;233;4432;426;5025;4344;2039;135;233;4432;2462;1228;5;101;3355;5025;4344;2039;426;4432;2462;5025;4344;2039;426;4432;2462;233;426;101;2462;740;1228;4344;2039;233;426;2462;740;1228;101;2667;426;3355;135;5025;821;4342;5025;2667;;;;
233;996;1551;1118;3491;4598;1867;1202;93;492;5143;2525;3187;2215;4653;2343;;4426;907;;;996;1551;93;1118;3491;1867;3187;2215;4426;492;996;1551;93;1118;3491;1867;3187;2215;4426;492;93;996;1551;3491;2215;1118;3187;492;1118;996;492;4598;3187;1202;4653;5143;1867;4426;3491;2343;996;492;4598;1118;4653;5143;996;492;4598;1118;4653;5143;1118;996;3491;4598;1551;93;492;5143;1118;996;3491;1551;93;492;996;3187;2215;1202;1118;1290;2107;996;4426;;;;
236;762;2657;414;4587;479;331;2711;1318;433;4567;413;3247;673;4816;734;3039;1319;;;;762;2657;414;3039;4567;1319;3247;1318;2711;479;762;2657;414;3039;4567;1319;3247;1318;2711;479;414;762;2657;4567;1319;3039;3247;479;673;331;4587;734;762;413;433;479;1318;414;4567;4816;331;4587;734;673;433;479;331;4587;734;673;433;479;414;762;4587;479;2657;1318;433;4567;414;762;479;2657;1318;4587;1318;414;762;2657;1319;935;3395;762;414;;;;
237;1758;204;338;4443;376;2511;865;1204;4531;4348;553;1295;78;4420;4397;;850;3356;;;1758;865;338;3356;4531;2511;850;78;1295;376;1758;865;338;3356;4531;2511;850;78;1295;4420;865;338;1758;4531;850;3356;1295;4420;204;1204;4443;376;553;2511;4531;4348;78;1295;4420;4397;1204;4443;376;204;4531;4348;1204;4443;376;204;4531;4348;1204;338;4443;376;865;204;4531;4348;1204;338;376;865;204;4443;1758;1295;865;78;553;45;4551;338;1204;;;;
278;2680;858;686;1255;1195;367;1571;1482;1131;4564;900;378;729;1045;5027;990;456;120;;;;;1045;686;;2680;;1482;;;;;1045;686;;2680;;1482;;;;;1045;;;686;;;900;;;;;2680;1131;4564;;1482;;;;;;2680;1131;4564;;;;2680;1131;4564;;;;;1482;1045;;4564;;;;1482;1045;4564;1045;;686;;2680;1410;2654;;;;;;
279;1357;3544;4353;121;2790;4552;330;126;867;1218;1711;2650;381;1316;569;1245;1434;1744;;;1357;3544;4353;2790;121;126;1711;381;330;867;1357;3544;4353;2790;121;126;1711;381;330;867;4353;3544;1357;2790;126;1711;330;121;2650;1434;867;1316;1245;1744;121;1218;4353;3544;2790;569;1434;867;1316;2650;121;1218;1434;867;1316;2650;121;1218;4353;3544;121;867;1711;1357;2790;1218;4353;3544;121;126;1357;867;3544;1711;4552;2790;1357;229;2336;3544;1357;;;;
280;361;5002;382;83;4549;383;4333;105;1338;777;1282;538;609;585;1163;1104;524;942;;;361;5002;382;4549;1338;383;1104;105;609;83;361;5002;382;4549;1338;383;1104;105;609;83;5002;382;361;4549;383;105;1104;1338;1282;4333;1163;83;942;524;585;777;382;5002;1338;4549;4333;1163;83;1282;585;777;4333;1163;83;1282;585;777;5002;382;1338;4549;105;361;585;83;5002;382;4549;105;361;83;382;609;1338;538;5002;964;145;4549;382;;;;
282;3179;1431;721;3240;516;1592;880;1504;2756;2036;231;23;1530;608;4868;840;501;757;;;3179;23;721;757;516;1592;501;1504;4868;3240;3179;23;721;757;516;1592;501;1504;4868;3240;721;3179;757;516;501;23;1504;4868;1504;1530;2756;2036;1592;1431;608;516;840;231;3240;4868;1504;2756;2036;1530;608;516;1504;2756;2036;1530;608;516;721;3179;3240;516;1431;1504;2756;2036;721;3179;516;1431;1504;3240;3240;721;3179;1530;23;134;2381;721;3179;;;;
283;3475;429;36;1074;2755;932;872;2070;434;1294;515;1089;482;327;1411;647;1351;2490;;;515;872;2070;36;2755;3475;429;482;2490;1074;515;872;2070;36;2755;3475;429;482;2490;1074;872;2070;515;2755;429;36;482;1074;647;1089;434;2755;36;429;1411;1294;2490;482;327;1074;1089;434;2755;647;1411;1294;1089;434;2755;647;1411;1294;2070;36;1074;2755;482;429;434;1294;2070;36;2755;482;429;434;2070;2490;429;36;932;2251;5071;2490;36;;;;
284;763;892;2311;517;614;2783;2677;2583;514;528;1545;741;1058;2247;690;681;1478;225;;;763;892;2311;517;690;1545;741;2583;2677;528;763;892;2311;517;690;1545;741;2583;2677;528;892;2311;2583;517;741;763;2677;690;225;1058;2247;614;1478;763;514;517;2311;892;690;528;1058;2247;614;225;514;517;1058;2247;614;225;514;517;892;2311;517;614;763;2583;514;528;892;2311;517;2677;2583;514;2677;741;517;1545;2783;159;2264;2311;892;;;;
285;369;1548;926;896;1013;1472;578;1095;2446;1210;766;2120;161;2398;2808;50;649;203;;;926;578;1095;649;2446;1472;203;161;1013;2808;926;578;1095;649;2446;1472;1548;203;2808;1013;649;578;1095;2446;926;203;1013;2808;1095;926;896;1013;1472;50;2446;1210;1548;161;2808;2398;926;896;1013;1095;2446;1210;926;896;1013;1095;2446;1210;1095;926;896;1013;578;1548;2446;1210;1095;926;1013;578;1548;1210;161;578;2120;50;203;3293;1819;161;578;;;;
286;2246;3345;1142;2438;2578;107;457;3034;1048;70;887;2739;81;2419;1955;1521;2506;199;;;107;457;81;2578;70;2506;2739;1142;3345;2438;107;457;81;2578;70;2506;2739;1142;3345;2438;457;81;2739;2578;107;2506;3345;70;2246;199;2438;70;3345;107;2419;1955;1521;3034;1048;2578;199;2438;70;2246;2419;1955;199;2438;70;2246;2419;1955;2246;1142;2438;2578;3345;107;1048;70;2246;1142;2578;3345;107;70;107;2739;457;2246;3345;1093;2430;1142;2246;;;;
287;1235;3482;1987;3183;1308;692;3130;1409;748;3063;661;1589;5085;7;3234;1180;1217;784;;;1235;1589;784;1308;3063;692;3482;1409;7;3183;1235;1589;784;1308;3063;692;3482;1409;3183;7;1589;784;3063;1308;692;1235;3183;7;3482;692;3183;3234;5085;1180;748;1308;1987;1217;7;3063;692;3183;3234;3482;748;1308;692;3183;3234;3482;748;1308;692;1235;3183;1308;1409;3482;748;3234;692;1235;3183;3482;1409;748;1987;1589;692;3482;3183;1088;2516;1987;3482;;;;
288;2329;884;1039;144;449;660;281;1249;2453;1424;405;1844;1122;2368;437;2433;3389;2725;;;2433;884;2725;2453;144;405;1844;1249;1039;2368;2433;884;2725;2453;144;405;1844;1249;1039;2368;2725;2433;884;2453;1249;405;1844;144;1122;1039;144;449;884;3389;2368;1424;405;2329;2453;437;1039;144;449;1122;2368;1424;1039;144;449;1122;2368;1424;1039;884;144;449;660;2329;2368;1424;1039;884;144;660;2329;2368;884;2433;1249;437;1844;100;1959;884;2329;;;;
289;1321;310;2538;1162;4438;972;1394;3144;3449;1211;2410;1322;922;1173;1568;2376;448;1892;;;2410;310;3144;2376;4438;2538;1394;1892;448;1162;2410;310;3144;2376;4438;2538;1394;1892;448;1162;2376;3144;1892;4438;1394;310;448;1162;1322;922;1162;4438;1321;2538;3449;1568;3144;972;1173;1211;922;1162;4438;1322;3449;1568;922;1162;4438;1322;3449;1568;3144;2538;1162;4438;1321;922;3449;1568;3144;2538;4438;1321;922;1162;2538;310;1892;1394;2376;2810;271;1321;2538;;;;
290;2259;1160;3314;1026;2463;2416;3222;2394;2758;359;1406;626;797;1580;1231;3466;1921;610;;;2416;3222;2394;2463;359;1406;626;797;1921;1231;2416;3222;2394;797;2463;1406;626;3314;359;1231;2416;2394;1406;2463;3222;797;626;359;3466;1160;1580;2463;2259;610;2758;1026;2394;3314;1231;359;1160;1580;2758;3466;1026;2463;1160;1580;2758;3466;1026;2463;1160;2259;1026;2463;3314;2394;2758;359;1160;2259;1026;2394;3314;2463;1160;797;2394;1406;2463;2347;245;1160;2394;;;;
291;558;347;949;342;354;302;1261;1361;1454;2769;716;956;301;1317;1109;619;831;2655;;;558;956;831;342;2769;302;347;949;354;1454;558;956;831;342;2769;302;347;949;354;1454;956;831;2769;342;302;558;1454;354;301;1361;1317;354;1261;347;1454;1109;558;716;342;2769;301;1317;354;347;1454;1109;301;1317;354;347;1454;1109;302;558;342;354;347;949;1454;2769;302;558;354;347;949;342;831;342;302;1361;2655;463;3182;956;619;;;;
292;746;386;459;3459;637;1044;1075;710;2709;194;1159;1842;1679;2716;599;1453;1536;954;;;746;1453;1679;1159;637;1044;1536;459;3459;2709;746;1453;1679;1159;637;1044;1536;459;3459;2709;1453;746;1159;637;1536;1679;459;3459;459;710;2709;194;1536;386;2716;637;1075;1842;3459;599;710;2709;194;459;2716;637;710;2709;194;459;2716;637;459;746;3459;637;710;386;2709;599;459;746;3459;386;710;2709;1842;746;1536;1159;1679;5460;1234;746;1044;;;;
293;90;1471;1414;3308;2190;3434;756;1175;1421;1570;1428;1067;1387;2455;2788;847;1366;1243;;;90;1471;1414;2190;3308;3434;1067;1175;756;1421;90;1471;1175;2190;3308;3434;1067;1414;756;1421;90;1471;1414;2190;1067;1175;756;3308;3434;1175;2455;1570;1366;1428;1421;2190;756;1471;3308;2788;1175;2455;1570;3434;1421;2190;1175;2455;1570;3434;1421;2190;90;1471;3308;2190;756;1175;1421;1570;90;1471;3308;1175;756;1421;756;847;2190;3434;1067;2000;2679;1175;3434;;;;
294;966;2717;2723;2263;2815;974;3316;2497;346;984;855;2802;2713;885;2286;2379;3127;4642;;;2379;3316;2497;346;984;974;2717;2723;855;2263;2379;3316;2497;346;984;974;2717;2723;855;2263;3316;2497;2379;346;2717;2723;974;984;2802;966;885;2815;3127;4642;2286;984;2717;2723;2263;346;2802;885;2815;966;2286;984;2802;885;2815;966;2286;984;2497;2723;2263;2815;966;2717;885;984;2497;2723;2263;966;2717;2815;2723;2497;974;2802;2717;3398;594;2723;2497;;;;
295;1463;1549;3344;1957;1496;2673;1573;1033;2548;16;925;918;877;2479;589;1079;219;169;;;2673;1549;1033;1463;1957;925;918;3344;2548;1496;2673;1549;1033;1463;1957;925;918;3344;2548;1496;2673;1033;1549;1957;918;1463;3344;2548;1573;877;2479;1496;1079;1463;589;16;3344;918;2548;1957;877;2479;1496;1573;589;16;877;2479;1496;1573;589;16;1549;3344;1957;1496;1463;1033;2548;16;1549;3344;1496;1463;1033;1957;918;2673;1573;1549;877;155;2623;1549;3344;;;;
